manudur,atvinnugrein,fjoldi,heildarfjoldi,hlutur
2002-11,"Fiskveiðar, -eldi og -vinnsla",526,4582,0.114797
2002-11,Iðnaður,553,4582,0.120690
2002-11,Sorp og veitur,48,4582,0.010476
2002-11,Byggingastarfsemi og mannvirkjagerð,358,4582,0.078132
2002-11,Verslun og vöruflutningar,927,4582,0.202313
2002-11,Farþegaflutningar með flugi,68,4582,0.014841
2002-11,Gistiþjónusta,85,4582,0.018551
2002-11,Veitingaþjónusta,217,4582,0.047359
2002-11,Ferðaþjónusta ýmis,110,4582,0.024007
2002-11,Upplýsingar og fjarskipti,181,4582,0.039502
2002-11,Fjármála- og vátryggingastarfsemi,89,4582,0.019424
2002-11,Fasteignaviðskipti,13,4582,0.002837
2002-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",97,4582,0.021170
2002-11,Ýmis þjónustustarfsemi,187,4582,0.040812
2002-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",673,4582,0.146879
2002-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",202,4582,0.044086
2002-11,Annað,212,4582,0.046268
2002-12,Landbúnaður og skógrækt,52,5071,0.010254
2002-12,"Fiskveiðar, -eldi og -vinnsla",672,5071,0.132518
2002-12,Iðnaður,620,5071,0.122264
2002-12,Sorp og veitur,45,5071,0.008874
2002-12,Byggingastarfsemi og mannvirkjagerð,436,5071,0.085979
2002-12,Verslun og vöruflutningar,975,5071,0.192270
2002-12,Farþegaflutningar með flugi,69,5071,0.013607
2002-12,Gistiþjónusta,92,5071,0.018142
2002-12,Veitingaþjónusta,226,5071,0.044567
2002-12,Ferðaþjónusta ýmis,140,5071,0.027608
2002-12,Upplýsingar og fjarskipti,169,5071,0.033327
2002-12,Fjármála- og vátryggingastarfsemi,90,5071,0.017748
2002-12,Fasteignaviðskipti,16,5071,0.003155
2002-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",119,5071,0.023467
2002-12,Ýmis þjónustustarfsemi,197,5071,0.038848
2002-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",704,5071,0.138829
2002-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",213,5071,0.042004
2002-12,Annað,236,5071,0.046539
2003-01,Landbúnaður og skógrækt,58,5859,0.009899
2003-01,"Fiskveiðar, -eldi og -vinnsla",686,5859,0.117085
2003-01,Iðnaður,730,5859,0.124595
2003-01,Sorp og veitur,62,5859,0.010582
2003-01,Byggingastarfsemi og mannvirkjagerð,534,5859,0.091142
2003-01,Verslun og vöruflutningar,1141,5859,0.194743
2003-01,Farþegaflutningar með flugi,70,5859,0.011947
2003-01,Gistiþjónusta,88,5859,0.015020
2003-01,Veitingaþjónusta,266,5859,0.045400
2003-01,Ferðaþjónusta ýmis,151,5859,0.025772
2003-01,Upplýsingar og fjarskipti,198,5859,0.033794
2003-01,Fjármála- og vátryggingastarfsemi,103,5859,0.017580
2003-01,Fasteignaviðskipti,18,5859,0.003072
2003-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",139,5859,0.023724
2003-01,Ýmis þjónustustarfsemi,251,5859,0.042840
2003-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",826,5859,0.140980
2003-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",240,5859,0.040963
2003-01,Annað,298,5859,0.050862
2003-02,Landbúnaður og skógrækt,64,6212,0.010303
2003-02,"Fiskveiðar, -eldi og -vinnsla",670,6212,0.107856
2003-02,Iðnaður,783,6212,0.126046
2003-02,Sorp og veitur,61,6212,0.009820
2003-02,Byggingastarfsemi og mannvirkjagerð,575,6212,0.092563
2003-02,Verslun og vöruflutningar,1315,6212,0.211687
2003-02,Farþegaflutningar með flugi,63,6212,0.010142
2003-02,Gistiþjónusta,93,6212,0.014971
2003-02,Veitingaþjónusta,275,6212,0.044269
2003-02,Ferðaþjónusta ýmis,160,6212,0.025757
2003-02,Upplýsingar og fjarskipti,207,6212,0.033323
2003-02,Fjármála- og vátryggingastarfsemi,102,6212,0.016420
2003-02,Fasteignaviðskipti,15,6212,0.002415
2003-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",151,6212,0.024308
2003-02,Ýmis þjónustustarfsemi,263,6212,0.042337
2003-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",858,6212,0.138120
2003-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",253,6212,0.040728
2003-02,Annað,304,6212,0.048938
2003-03,Landbúnaður og skógrækt,60,6043,0.009929
2003-03,"Fiskveiðar, -eldi og -vinnsla",655,6043,0.108390
2003-03,Iðnaður,767,6043,0.126924
2003-03,Sorp og veitur,54,6043,0.008936
2003-03,Byggingastarfsemi og mannvirkjagerð,534,6043,0.088367
2003-03,Verslun og vöruflutningar,1271,6043,0.210326
2003-03,Farþegaflutningar með flugi,56,6043,0.009267
2003-03,Gistiþjónusta,81,6043,0.013404
2003-03,Veitingaþjónusta,295,6043,0.048817
2003-03,Ferðaþjónusta ýmis,143,6043,0.023664
2003-03,Upplýsingar og fjarskipti,202,6043,0.033427
2003-03,Fjármála- og vátryggingastarfsemi,97,6043,0.016052
2003-03,Fasteignaviðskipti,14,6043,0.002317
2003-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",146,6043,0.024160
2003-03,Ýmis þjónustustarfsemi,263,6043,0.043521
2003-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",848,6043,0.140328
2003-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",250,6043,0.041370
2003-03,Annað,307,6043,0.050803
2003-04,Landbúnaður og skógrækt,58,5791,0.010016
2003-04,"Fiskveiðar, -eldi og -vinnsla",626,5791,0.108099
2003-04,Iðnaður,722,5791,0.124676
2003-04,Sorp og veitur,54,5791,0.009325
2003-04,Byggingastarfsemi og mannvirkjagerð,489,5791,0.084441
2003-04,Verslun og vöruflutningar,1235,5791,0.213262
2003-04,Farþegaflutningar með flugi,39,5791,0.006735
2003-04,Gistiþjónusta,86,5791,0.014851
2003-04,Veitingaþjónusta,270,5791,0.046624
2003-04,Ferðaþjónusta ýmis,133,5791,0.022967
2003-04,Upplýsingar og fjarskipti,227,5791,0.039199
2003-04,Fjármála- og vátryggingastarfsemi,85,5791,0.014678
2003-04,Fasteignaviðskipti,17,5791,0.002936
2003-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",141,5791,0.024348
2003-04,Ýmis þjónustustarfsemi,249,5791,0.042998
2003-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",829,5791,0.143153
2003-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",243,5791,0.041962
2003-04,Annað,288,5791,0.049732
2003-05,Landbúnaður og skógrækt,54,5798,0.009314
2003-05,"Fiskveiðar, -eldi og -vinnsla",646,5798,0.111418
2003-05,Iðnaður,625,5798,0.107796
2003-05,Sorp og veitur,50,5798,0.008624
2003-05,Byggingastarfsemi og mannvirkjagerð,411,5798,0.070887
2003-05,Verslun og vöruflutningar,1232,5798,0.212487
2003-05,Farþegaflutningar með flugi,38,5798,0.006554
2003-05,Gistiþjónusta,93,5798,0.016040
2003-05,Veitingaþjónusta,297,5798,0.051225
2003-05,Ferðaþjónusta ýmis,123,5798,0.021214
2003-05,Upplýsingar og fjarskipti,259,5798,0.044671
2003-05,Fjármála- og vátryggingastarfsemi,106,5798,0.018282
2003-05,Fasteignaviðskipti,21,5798,0.003622
2003-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",146,5798,0.025181
2003-05,Ýmis þjónustustarfsemi,268,5798,0.046223
2003-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",967,5798,0.166782
2003-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",274,5798,0.047258
2003-05,Annað,188,5798,0.032425
2003-06,Landbúnaður og skógrækt,42,5313,0.007905
2003-06,"Fiskveiðar, -eldi og -vinnsla",557,5313,0.104837
2003-06,Iðnaður,583,5313,0.109731
2003-06,Sorp og veitur,42,5313,0.007905
2003-06,Byggingastarfsemi og mannvirkjagerð,336,5313,0.063241
2003-06,Verslun og vöruflutningar,1112,5313,0.209298
2003-06,Farþegaflutningar með flugi,32,5313,0.006023
2003-06,Gistiþjónusta,82,5313,0.015434
2003-06,Veitingaþjónusta,282,5313,0.053077
2003-06,Ferðaþjónusta ýmis,80,5313,0.015057
2003-06,Upplýsingar og fjarskipti,238,5313,0.044796
2003-06,Fjármála- og vátryggingastarfsemi,103,5313,0.019386
2003-06,Fasteignaviðskipti,18,5313,0.003388
2003-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",130,5313,0.024468
2003-06,Ýmis þjónustustarfsemi,249,5313,0.046866
2003-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",973,5313,0.183136
2003-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",254,5313,0.047807
2003-06,Annað,200,5313,0.037644
2003-07,Landbúnaður og skógrækt,34,4975,0.006834
2003-07,"Fiskveiðar, -eldi og -vinnsla",573,4975,0.115176
2003-07,Iðnaður,536,4975,0.107739
2003-07,Sorp og veitur,41,4975,0.008241
2003-07,Byggingastarfsemi og mannvirkjagerð,276,4975,0.055477
2003-07,Verslun og vöruflutningar,1050,4975,0.211055
2003-07,Farþegaflutningar með flugi,20,4975,0.004020
2003-07,Gistiþjónusta,70,4975,0.014070
2003-07,Veitingaþjónusta,250,4975,0.050251
2003-07,Ferðaþjónusta ýmis,70,4975,0.014070
2003-07,Upplýsingar og fjarskipti,210,4975,0.042211
2003-07,Fjármála- og vátryggingastarfsemi,96,4975,0.019296
2003-07,Fasteignaviðskipti,15,4975,0.003015
2003-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",119,4975,0.023920
2003-07,Ýmis þjónustustarfsemi,231,4975,0.046432
2003-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",944,4975,0.189749
2003-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",245,4975,0.049246
2003-07,Annað,195,4975,0.039196
2003-08,Landbúnaður og skógrækt,30,4527,0.006627
2003-08,"Fiskveiðar, -eldi og -vinnsla",512,4527,0.113099
2003-08,Iðnaður,472,4527,0.104263
2003-08,Sorp og veitur,34,4527,0.007510
2003-08,Byggingastarfsemi og mannvirkjagerð,254,4527,0.056108
2003-08,Verslun og vöruflutningar,945,4527,0.208748
2003-08,Farþegaflutningar með flugi,16,4527,0.003534
2003-08,Gistiþjónusta,61,4527,0.013475
2003-08,Veitingaþjónusta,220,4527,0.048597
2003-08,Ferðaþjónusta ýmis,68,4527,0.015021
2003-08,Upplýsingar og fjarskipti,188,4527,0.041529
2003-08,Fjármála- og vátryggingastarfsemi,104,4527,0.022973
2003-08,Fasteignaviðskipti,17,4527,0.003755
2003-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",110,4527,0.024299
2003-08,Ýmis þjónustustarfsemi,225,4527,0.049702
2003-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",858,4527,0.189529
2003-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",225,4527,0.049702
2003-08,Annað,188,4527,0.041529
2003-09,Landbúnaður og skógrækt,30,4347,0.006901
2003-09,"Fiskveiðar, -eldi og -vinnsla",514,4347,0.118242
2003-09,Iðnaður,463,4347,0.106510
2003-09,Sorp og veitur,42,4347,0.009662
2003-09,Byggingastarfsemi og mannvirkjagerð,252,4347,0.057971
2003-09,Verslun og vöruflutningar,879,4347,0.202208
2003-09,Farþegaflutningar með flugi,21,4347,0.004831
2003-09,Gistiþjónusta,77,4347,0.017713
2003-09,Veitingaþjónusta,198,4347,0.045549
2003-09,Ferðaþjónusta ýmis,96,4347,0.022084
2003-09,Upplýsingar og fjarskipti,167,4347,0.038417
2003-09,Fjármála- og vátryggingastarfsemi,107,4347,0.024615
2003-09,Fasteignaviðskipti,17,4347,0.003911
2003-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",107,4347,0.024615
2003-09,Ýmis þjónustustarfsemi,203,4347,0.046699
2003-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",765,4347,0.175983
2003-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",223,4347,0.051300
2003-09,Annað,186,4347,0.042788
2003-10,Landbúnaður og skógrækt,33,4535,0.007277
2003-10,"Fiskveiðar, -eldi og -vinnsla",469,4535,0.103418
