manudur,rikisfang,flokkur,fjoldi
2003-09,Íslenskt ríkisfang,60-69 ára,430
2003-10,Íslenskt ríkisfang,60-69 ára,441
2003-11,Íslenskt ríkisfang,60-69 ára,474
2003-12,Íslenskt ríkisfang,60-69 ára,512
2004-01,Íslenskt ríkisfang,60-69 ára,498
2004-02,Íslenskt ríkisfang,60-69 ára,494
2004-03,Íslenskt ríkisfang,60-69 ára,489
2004-04,Íslenskt ríkisfang,60-69 ára,478
2004-05,Íslenskt ríkisfang,60-69 ára,466
2004-06,Íslenskt ríkisfang,60-69 ára,472
2004-07,Íslenskt ríkisfang,60-69 ára,478
2004-08,Íslenskt ríkisfang,60-69 ára,464
2004-09,Íslenskt ríkisfang,60-69 ára,480
2004-10,Íslenskt ríkisfang,60-69 ára,482
2004-11,Íslenskt ríkisfang,60-69 ára,498
2004-12,Íslenskt ríkisfang,60-69 ára,540
2005-01,Íslenskt ríkisfang,60-69 ára,518
2005-02,Íslenskt ríkisfang,60-69 ára,502
2005-03,Íslenskt ríkisfang,60-69 ára,501
2005-04,Íslenskt ríkisfang,60-69 ára,482
2005-05,Íslenskt ríkisfang,60-69 ára,443
2005-06,Íslenskt ríkisfang,60-69 ára,427
2005-07,Íslenskt ríkisfang,60-69 ára,433
2005-08,Íslenskt ríkisfang,60-69 ára,411
2005-09,Íslenskt ríkisfang,60-69 ára,407
2005-10,Íslenskt ríkisfang,60-69 ára,418
2005-11,Íslenskt ríkisfang,60-69 ára,415
2005-12,Íslenskt ríkisfang,60-69 ára,422
2006-01,Íslenskt ríkisfang,60-69 ára,417
2006-02,Íslenskt ríkisfang,60-69 ára,405
2006-03,Íslenskt ríkisfang,60-69 ára,400
2006-04,Íslenskt ríkisfang,60-69 ára,378
2006-05,Íslenskt ríkisfang,60-69 ára,361
2006-06,Íslenskt ríkisfang,60-69 ára,375
2006-07,Íslenskt ríkisfang,60-69 ára,379
2006-08,Íslenskt ríkisfang,60-69 ára,358
2006-09,Íslenskt ríkisfang,60-69 ára,343
2006-10,Íslenskt ríkisfang,60-69 ára,356
2006-11,Íslenskt ríkisfang,60-69 ára,370
2006-12,Íslenskt ríkisfang,60-69 ára,376
2007-01,Íslenskt ríkisfang,60-69 ára,361
2007-02,Íslenskt ríkisfang,60-69 ára,354
2007-03,Íslenskt ríkisfang,60-69 ára,363
2007-04,Íslenskt ríkisfang,60-69 ára,358
2007-05,Íslenskt ríkisfang,60-69 ára,348
2007-06,Íslenskt ríkisfang,60-69 ára,333
2007-07,Íslenskt ríkisfang,60-69 ára,319
2007-08,Íslenskt ríkisfang,60-69 ára,318
2007-09,Íslenskt ríkisfang,60-69 ára,326
2007-10,Íslenskt ríkisfang,60-69 ára,307
2007-11,Íslenskt ríkisfang,60-69 ára,315
2007-12,Íslenskt ríkisfang,60-69 ára,311
2008-01,Íslenskt ríkisfang,60-69 ára,312
2008-02,Íslenskt ríkisfang,60-69 ára,297
2008-03,Íslenskt ríkisfang,60-69 ára,314
2008-04,Íslenskt ríkisfang,60-69 ára,308
2008-05,Íslenskt ríkisfang,60-69 ára,296
2008-06,Íslenskt ríkisfang,60-69 ára,297
2008-07,Íslenskt ríkisfang,60-69 ára,301
2008-08,Íslenskt ríkisfang,60-69 ára,306
2008-09,Íslenskt ríkisfang,60-69 ára,330
2008-10,Íslenskt ríkisfang,60-69 ára,390
2008-11,Íslenskt ríkisfang,60-69 ára,494
2008-12,Íslenskt ríkisfang,60-69 ára,645
2009-01,Íslenskt ríkisfang,60-69 ára,841
2009-02,Íslenskt ríkisfang,60-69 ára,1025
2009-03,Íslenskt ríkisfang,60-69 ára,1099
2009-04,Íslenskt ríkisfang,60-69 ára,1108
2009-05,Íslenskt ríkisfang,60-69 ára,1076
2009-06,Íslenskt ríkisfang,60-69 ára,1005
2009-07,Íslenskt ríkisfang,60-69 ára,992
2009-08,Íslenskt ríkisfang,60-69 ára,1029
2009-09,Íslenskt ríkisfang,60-69 ára,1104
2009-10,Íslenskt ríkisfang,60-69 ára,1169
2009-11,Íslenskt ríkisfang,60-69 ára,1235
2009-12,Íslenskt ríkisfang,60-69 ára,1253
2010-01,Íslenskt ríkisfang,60-69 ára,1293
2010-02,Íslenskt ríkisfang,60-69 ára,1312
2010-03,Íslenskt ríkisfang,60-69 ára,1289
2010-04,Íslenskt ríkisfang,60-69 ára,1254
2010-05,Íslenskt ríkisfang,60-69 ára,1177
2010-06,Íslenskt ríkisfang,60-69 ára,1108
2010-07,Íslenskt ríkisfang,60-69 ára,1126
2010-08,Íslenskt ríkisfang,60-69 ára,1082
2010-09,Íslenskt ríkisfang,60-69 ára,1111
2010-10,Íslenskt ríkisfang,60-69 ára,1161
2010-11,Íslenskt ríkisfang,60-69 ára,1201
2010-12,Íslenskt ríkisfang,60-69 ára,1239
2011-01,Íslenskt ríkisfang,60-69 ára,1298
2011-02,Íslenskt ríkisfang,60-69 ára,1309
2011-03,Íslenskt ríkisfang,60-69 ára,1294
2011-04,Íslenskt ríkisfang,60-69 ára,1277
2011-05,Íslenskt ríkisfang,60-69 ára,1241
2011-06,Íslenskt ríkisfang,60-69 ára,1198
2011-07,Íslenskt ríkisfang,60-69 ára,1175
2011-08,Íslenskt ríkisfang,60-69 ára,1186
2011-09,Íslenskt ríkisfang,60-69 ára,1169
2011-10,Íslenskt ríkisfang,60-69 ára,1199
2011-11,Íslenskt ríkisfang,60-69 ára,1262
2011-12,Íslenskt ríkisfang,60-69 ára,1307
2012-01,Íslenskt ríkisfang,60-69 ára,1273
2012-02,Íslenskt ríkisfang,60-69 ára,1244
2012-03,Íslenskt ríkisfang,60-69 ára,1198
2012-04,Íslenskt ríkisfang,60-69 ára,1125
2012-05,Íslenskt ríkisfang,60-69 ára,1006
2012-06,Íslenskt ríkisfang,60-69 ára,940
2012-07,Íslenskt ríkisfang,60-69 ára,924
2012-08,Íslenskt ríkisfang,60-69 ára,913
2012-09,Íslenskt ríkisfang,60-69 ára,911
2012-10,Íslenskt ríkisfang,60-69 ára,945
2012-11,Íslenskt ríkisfang,60-69 ára,992
2012-12,Íslenskt ríkisfang,60-69 ára,1012
2013-01,Íslenskt ríkisfang,60-69 ára,881
2013-02,Íslenskt ríkisfang,60-69 ára,843
2013-03,Íslenskt ríkisfang,60-69 ára,816
2013-04,Íslenskt ríkisfang,60-69 ára,770
2013-05,Íslenskt ríkisfang,60-69 ára,733
2013-06,Íslenskt ríkisfang,60-69 ára,691
2013-07,Íslenskt ríkisfang,60-69 ára,665
2013-08,Íslenskt ríkisfang,60-69 ára,636
2013-09,Íslenskt ríkisfang,60-69 ára,622
2013-10,Íslenskt ríkisfang,60-69 ára,622
2013-11,Íslenskt ríkisfang,60-69 ára,660
2013-12,Íslenskt ríkisfang,60-69 ára,680
2014-01,Íslenskt ríkisfang,60-69 ára,683
2014-02,Íslenskt ríkisfang,60-69 ára,660
2014-03,Íslenskt ríkisfang,60-69 ára,650
2014-04,Íslenskt ríkisfang,60-69 ára,629
2014-05,Íslenskt ríkisfang,60-69 ára,589
2014-06,Íslenskt ríkisfang,60-69 ára,560
2014-07,Íslenskt ríkisfang,60-69 ára,559
2014-08,Íslenskt ríkisfang,60-69 ára,541
2014-09,Íslenskt ríkisfang,60-69 ára,538
2014-10,Íslenskt ríkisfang,60-69 ára,544
2014-11,Íslenskt ríkisfang,60-69 ára,562
2014-12,Íslenskt ríkisfang,60-69 ára,567
2015-01,Íslenskt ríkisfang,60-69 ára,531
2015-02,Íslenskt ríkisfang,60-69 ára,531
2015-03,Íslenskt ríkisfang,60-69 ára,520
2015-04,Íslenskt ríkisfang,60-69 ára,508
2015-05,Íslenskt ríkisfang,60-69 ára,469
2015-06,Íslenskt ríkisfang,60-69 ára,448
2015-07,Íslenskt ríkisfang,60-69 ára,423
2015-08,Íslenskt ríkisfang,60-69 ára,408
2015-09,Íslenskt ríkisfang,60-69 ára,416
2015-10,Íslenskt ríkisfang,60-69 ára,418
2015-11,Íslenskt ríkisfang,60-69 ára,442
2015-12,Íslenskt ríkisfang,60-69 ára,439
2016-01,Íslenskt ríkisfang,60-69 ára,435
2016-02,Íslenskt ríkisfang,60-69 ára,435
2016-03,Íslenskt ríkisfang,60-69 ára,407
2016-04,Íslenskt ríkisfang,60-69 ára,386
2016-05,Íslenskt ríkisfang,60-69 ára,347
2016-06,Íslenskt ríkisfang,60-69 ára,342
2016-07,Íslenskt ríkisfang,60-69 ára,327
2016-08,Íslenskt ríkisfang,60-69 ára,330
2016-09,Íslenskt ríkisfang,60-69 ára,330
2016-10,Íslenskt ríkisfang,60-69 ára,330
2016-11,Íslenskt ríkisfang,60-69 ára,351
2016-12,Íslenskt ríkisfang,60-69 ára,420
2017-01,Íslenskt ríkisfang,60-69 ára,466
2017-02,Íslenskt ríkisfang,60-69 ára,369
2017-03,Íslenskt ríkisfang,60-69 ára,352
2017-04,Íslenskt ríkisfang,60-69 ára,337
2017-05,Íslenskt ríkisfang,60-69 ára,310
2017-06,Íslenskt ríkisfang,60-69 ára,287
2017-07,Íslenskt ríkisfang,60-69 ára,291
2017-08,Íslenskt ríkisfang,60-69 ára,313
2017-09,Íslenskt ríkisfang,60-69 ára,310
2017-10,Íslenskt ríkisfang,60-69 ára,325
2017-11,Íslenskt ríkisfang,60-69 ára,330
2017-12,Íslenskt ríkisfang,60-69 ára,343
2018-01,Íslenskt ríkisfang,60-69 ára,359
2018-02,Íslenskt ríkisfang,60-69 ára,334
2018-03,Íslenskt ríkisfang,60-69 ára,323
2018-04,Íslenskt ríkisfang,60-69 ára,320
2018-05,Íslenskt ríkisfang,60-69 ára,307
2018-06,Íslenskt ríkisfang,60-69 ára,290
2018-07,Íslenskt ríkisfang,60-69 ára,307
2018-08,Íslenskt ríkisfang,60-69 ára,317
2018-09,Íslenskt ríkisfang,60-69 ára,334
2018-10,Íslenskt ríkisfang,60-69 ára,353
2018-11,Íslenskt ríkisfang,60-69 ára,376
2018-12,Íslenskt ríkisfang,60-69 ára,387
2019-01,Íslenskt ríkisfang,60-69 ára,421
2019-02,Íslenskt ríkisfang,60-69 ára,419
2019-03,Íslenskt ríkisfang,60-69 ára,460
2019-04,Íslenskt ríkisfang,60-69 ára,462
2019-05,Íslenskt ríkisfang,60-69 ára,458
2019-06,Íslenskt ríkisfang,60-69 ára,447
2019-07,Íslenskt ríkisfang,60-69 ára,453
2019-08,Íslenskt ríkisfang,60-69 ára,456
2019-09,Íslenskt ríkisfang,60-69 ára,448
2019-10,Íslenskt ríkisfang,60-69 ára,486
2019-11,Íslenskt ríkisfang,60-69 ára,511
2019-12,Íslenskt ríkisfang,60-69 ára,530
2020-01,Íslenskt ríkisfang,60-69 ára,589
2020-02,Íslenskt ríkisfang,60-69 ára,613
2020-03,Íslenskt ríkisfang,60-69 ára,943
2020-04,Íslenskt ríkisfang,60-69 ára,3864
2020-05,Íslenskt ríkisfang,60-69 ára,2454
2020-06,Íslenskt ríkisfang,60-69 ára,1583
2020-07,Íslenskt ríkisfang,60-69 ára,1330
2020-08,Íslenskt ríkisfang,60-69 ára,1421
2020-09,Íslenskt ríkisfang,60-69 ára,1475
2020-10,Íslenskt ríkisfang,60-69 ára,1701
2020-11,Íslenskt ríkisfang,60-69 ára,1861
2020-12,Íslenskt ríkisfang,60-69 ára,1893
2021-01,Íslenskt ríkisfang,60-69 ára,1882
2021-02,Íslenskt ríkisfang,60-69 ára,1876
2021-03,Íslenskt ríkisfang,60-69 ára,1871
2021-04,Íslenskt ríkisfang,60-69 ára,1844
2021-05,Íslenskt ríkisfang,60-69 ára,1674
2021-06,Íslenskt ríkisfang,60-69 ára,1168
2021-07,Íslenskt ríkisfang,60-69 ára,1074
2021-08,Íslenskt ríkisfang,60-69 ára,1022
2021-09,Íslenskt ríkisfang,60-69 ára,940
2021-10,Íslenskt ríkisfang,60-69 ára,923
2021-11,Íslenskt ríkisfang,60-69 ára,912
2021-12,Íslenskt ríkisfang,60-69 ára,882
2022-01,Íslenskt ríkisfang,60-69 ára,888
2022-02,Íslenskt ríkisfang,60-69 ára,861
2022-03,Íslenskt ríkisfang,60-69 ára,832
2022-04,Íslenskt ríkisfang,60-69 ára,804
2022-05,Íslenskt ríkisfang,60-69 ára,690
2022-06,Íslenskt ríkisfang,60-69 ára,632
2022-07,Íslenskt ríkisfang,60-69 ára,608
2022-08,Íslenskt ríkisfang,60-69 ára,586
2022-09,Íslenskt ríkisfang,60-69 ára,570
2022-10,Íslenskt ríkisfang,60-69 ára,567
2022-11,Íslenskt ríkisfang,60-69 ára,539
2022-12,Íslenskt ríkisfang,60-69 ára,551
2023-01,Íslenskt ríkisfang,60-69 ára,565
2023-02,Íslenskt ríkisfang,60-69 ára,555
2023-03,Íslenskt ríkisfang,60-69 ára,549
2023-04,Íslenskt ríkisfang,60-69 ára,524
2023-05,Íslenskt ríkisfang,60-69 ára,485
2023-06,Íslenskt ríkisfang,60-69 ára,438
2023-07,Íslenskt ríkisfang,60-69 ára,406
2023-08,Íslenskt ríkisfang,60-69 ára,390
2023-09,Íslenskt ríkisfang,60-69 ára,392
2023-10,Íslenskt ríkisfang,60-69 ára,391
2023-11,Íslenskt ríkisfang,60-69 ára,421
2023-12,Íslenskt ríkisfang,60-69 ára,419
2024-01,Íslenskt ríkisfang,60-69 ára,427
2024-02,Íslenskt ríkisfang,60-69 ára,423
2024-03,Íslenskt ríkisfang,60-69 ára,408
2024-04,Íslenskt ríkisfang,60-69 ára,396
2024-05,Íslenskt ríkisfang,60-69 ára,378
2024-06,Íslenskt ríkisfang,60-69 ára,372
2024-07,Íslenskt ríkisfang,60-69 ára,382
2024-08,Íslenskt ríkisfang,60-69 ára,386
2024-09,Íslenskt ríkisfang,60-69 ára,381
2024-10,Íslenskt ríkisfang,60-69 ára,378
2024-11,Íslenskt ríkisfang,60-69 ára,397
2024-12,Íslenskt ríkisfang,60-69 ára,401
2025-01,Íslenskt ríkisfang,60-69 ára,449
2025-02,Íslenskt ríkisfang,60-69 ára,448
2025-03,Íslenskt ríkisfang,60-69 ára,449
2025-04,Íslenskt ríkisfang,60-69 ára,432
2025-05,Íslenskt ríkisfang,60-69 ára,400
2025-06,Íslenskt ríkisfang,60-69 ára,402
2025-07,Íslenskt ríkisfang,60-69 ára,416
2025-08,Íslenskt ríkisfang,60-69 ára,400
2025-09,Íslenskt ríkisfang,60-69 ára,400
2025-10,Íslenskt ríkisfang,60-69 ára,420
2025-11,Íslenskt ríkisfang,60-69 ára,446
2025-12,Íslenskt ríkisfang,60-69 ára,469
2026-01,Íslenskt ríkisfang,60-69 ára,484
2026-02,Íslenskt ríkisfang,60-69 ára,495
2026-03,Íslenskt ríkisfang,60-69 ára,494
2000-02,Erlent ríkisfang,Allir,76
2000-03,Erlent ríkisfang,Allir,67
2000-04,Erlent ríkisfang,Allir,73
2000-05,Erlent ríkisfang,Allir,64
2000-06,Erlent ríkisfang,Allir,65
2000-07,Erlent ríkisfang,Allir,57
2000-08,Erlent ríkisfang,Allir,52
2000-09,Erlent ríkisfang,Allir,33
2000-10,Erlent ríkisfang,Allir,38
2000-11,Erlent ríkisfang,Allir,42
2000-12,Erlent ríkisfang,Allir,63
2001-01,Erlent ríkisfang,Allir,70
2001-02,Erlent ríkisfang,Allir,63
2001-03,Erlent ríkisfang,Allir,63
2001-04,Erlent ríkisfang,Allir,147
2001-05,Erlent ríkisfang,Allir,74
2001-06,Erlent ríkisfang,Allir,75
2001-07,Erlent ríkisfang,Allir,80
2001-08,Erlent ríkisfang,Allir,72
2001-09,Erlent ríkisfang,Allir,72
2001-10,Erlent ríkisfang,Allir,94
2001-11,Erlent ríkisfang,Allir,92
2001-12,Erlent ríkisfang,Allir,102
2002-01,Erlent ríkisfang,Allir,130
2002-02,Erlent ríkisfang,Allir,137
2002-03,Erlent ríkisfang,Allir,158
2002-04,Erlent ríkisfang,Allir,161
2002-05,Erlent ríkisfang,Allir,159
2002-06,Erlent ríkisfang,Allir,159
2002-07,Erlent ríkisfang,Allir,162
2002-08,Erlent ríkisfang,Allir,159
2002-09,Erlent ríkisfang,Allir,184
2002-10,Erlent ríkisfang,Allir,189
2002-11,Erlent ríkisfang,Allir,197
2002-12,Erlent ríkisfang,Allir,212
2003-01,Erlent ríkisfang,Allir,244
2003-02,Erlent ríkisfang,Allir,255
2003-03,Erlent ríkisfang,Allir,255
2003-04,Erlent ríkisfang,Allir,239
2003-05,Erlent ríkisfang,Allir,235
2003-06,Erlent ríkisfang,Allir,217
2003-07,Erlent ríkisfang,Allir,214
2003-08,Erlent ríkisfang,Allir,196
2003-09,Erlent ríkisfang,Allir,217
2003-10,Erlent ríkisfang,Allir,209
2003-11,Erlent ríkisfang,Allir,220
2003-12,Erlent ríkisfang,Allir,215
2004-01,Erlent ríkisfang,Allir,224
2004-02,Erlent ríkisfang,Allir,218
2004-03,Erlent ríkisfang,Allir,231
2004-04,Erlent ríkisfang,Allir,238
2004-05,Erlent ríkisfang,Allir,222
2004-06,Erlent ríkisfang,Allir,214
2004-07,Erlent ríkisfang,Allir,194
2004-08,Erlent ríkisfang,Allir,185
2004-09,Erlent ríkisfang,Allir,172
2004-10,Erlent ríkisfang,Allir,181
2004-11,Erlent ríkisfang,Allir,193
2004-12,Erlent ríkisfang,Allir,199
2005-01,Erlent ríkisfang,Allir,209
2005-02,Erlent ríkisfang,Allir,201
2005-03,Erlent ríkisfang,Allir,191
2005-04,Erlent ríkisfang,Allir,174
2005-05,Erlent ríkisfang,Allir,160
2005-06,Erlent ríkisfang,Allir,144
2005-07,Erlent ríkisfang,Allir,135
2005-08,Erlent ríkisfang,Allir,129
2005-09,Erlent ríkisfang,Allir,127
2005-10,Erlent ríkisfang,Allir,119
2005-11,Erlent ríkisfang,Allir,112
2005-12,Erlent ríkisfang,Allir,108
2006-01,Erlent ríkisfang,Allir,120
2006-02,Erlent ríkisfang,Allir,117
2006-03,Erlent ríkisfang,Allir,109
2006-04,Erlent ríkisfang,Allir,103
2006-05,Erlent ríkisfang,Allir,100
2006-06,Erlent ríkisfang,Allir,105
2006-07,Erlent ríkisfang,Allir,99
2006-08,Erlent ríkisfang,Allir,91
2006-09,Erlent ríkisfang,Allir,81
2006-10,Erlent ríkisfang,Allir,76
2006-11,Erlent ríkisfang,Allir,80
2006-12,Erlent ríkisfang,Allir,101
2007-01,Erlent ríkisfang,Allir,125
2007-02,Erlent ríkisfang,Allir,118
2007-03,Erlent ríkisfang,Allir,108
2007-04,Erlent ríkisfang,Allir,105
2007-05,Erlent ríkisfang,Allir,108
2007-06,Erlent ríkisfang,Allir,111
2007-07,Erlent ríkisfang,Allir,110
2007-08,Erlent ríkisfang,Allir,117
2007-09,Erlent ríkisfang,Allir,122
2007-10,Erlent ríkisfang,Allir,128
2007-11,Erlent ríkisfang,Allir,134
2007-12,Erlent ríkisfang,Allir,143
2008-01,Erlent ríkisfang,Allir,188
2008-02,Erlent ríkisfang,Allir,195
2008-03,Erlent ríkisfang,Allir,214
2008-04,Erlent ríkisfang,Allir,204
2008-05,Erlent ríkisfang,Allir,206
2008-06,Erlent ríkisfang,Allir,216
2008-07,Erlent ríkisfang,Allir,233
2008-08,Erlent ríkisfang,Allir,293
2008-09,Erlent ríkisfang,Allir,370
2008-10,Erlent ríkisfang,Allir,605
2008-11,Erlent ríkisfang,Allir,967
2008-12,Erlent ríkisfang,Allir,1269
2009-01,Erlent ríkisfang,Allir,1659
2009-02,Erlent ríkisfang,Allir,1955
2009-03,Erlent ríkisfang,Allir,2146
2009-04,Erlent ríkisfang,Allir,2103
2009-05,Erlent ríkisfang,Allir,2003
2009-06,Erlent ríkisfang,Allir,1802
2009-07,Erlent ríkisfang,Allir,1671
2009-08,Erlent ríkisfang,Allir,1651
2009-09,Erlent ríkisfang,Allir,1718
2009-10,Erlent ríkisfang,Allir,1763
2009-11,Erlent ríkisfang,Allir,1833
2009-12,Erlent ríkisfang,Allir,1974
2010-01,Erlent ríkisfang,Allir,2231
2010-02,Erlent ríkisfang,Allir,2393
2010-03,Erlent ríkisfang,Allir,2421
2010-04,Erlent ríkisfang,Allir,2340
2010-05,Erlent ríkisfang,Allir,2279
2010-06,Erlent ríkisfang,Allir,2126
2010-07,Erlent ríkisfang,Allir,2059
2010-08,Erlent ríkisfang,Allir,1975
2010-09,Erlent ríkisfang,Allir,2050
2010-10,Erlent ríkisfang,Allir,2147
2010-11,Erlent ríkisfang,Allir,2215
2010-12,Erlent ríkisfang,Allir,2177
2011-01,Erlent ríkisfang,Allir,2360
2011-02,Erlent ríkisfang,Allir,2395
2011-03,Erlent ríkisfang,Allir,2412
2011-04,Erlent ríkisfang,Allir,2259
2011-05,Erlent ríkisfang,Allir,2145
2011-06,Erlent ríkisfang,Allir,1932
2011-07,Erlent ríkisfang,Allir,1848
2011-08,Erlent ríkisfang,Allir,1865
2011-09,Erlent ríkisfang,Allir,1844
2011-10,Erlent ríkisfang,Allir,1924
2011-11,Erlent ríkisfang,Allir,2021
2011-12,Erlent ríkisfang,Allir,2034
2012-01,Erlent ríkisfang,Allir,2125
2012-02,Erlent ríkisfang,Allir,2186
2012-03,Erlent ríkisfang,Allir,2112
2012-04,Erlent ríkisfang,Allir,1910
2012-05,Erlent ríkisfang,Allir,1730
2012-06,Erlent ríkisfang,Allir,1586
2012-07,Erlent ríkisfang,Allir,1517
2012-08,Erlent ríkisfang,Allir,1585
2012-09,Erlent ríkisfang,Allir,1577
2012-10,Erlent ríkisfang,Allir,1608
2012-11,Erlent ríkisfang,Allir,1696
2012-12,Erlent ríkisfang,Allir,1731
2013-01,Erlent ríkisfang,Allir,1686
2013-02,Erlent ríkisfang,Allir,1660
2013-03,Erlent ríkisfang,Allir,1619
2013-04,Erlent ríkisfang,Allir,1523
2013-05,Erlent ríkisfang,Allir,1441
2013-06,Erlent ríkisfang,Allir,1317
2013-07,Erlent ríkisfang,Allir,1299
2013-08,Erlent ríkisfang,Allir,1290
2013-09,Erlent ríkisfang,Allir,1212
2013-10,Erlent ríkisfang,Allir,1222
2013-11,Erlent ríkisfang,Allir,1256
2013-12,Erlent ríkisfang,Allir,1330
2014-01,Erlent ríkisfang,Allir,1453
2014-02,Erlent ríkisfang,Allir,1418
2014-03,Erlent ríkisfang,Allir,1379
2014-04,Erlent ríkisfang,Allir,1336
2014-05,Erlent ríkisfang,Allir,1290
2014-06,Erlent ríkisfang,Allir,1115
2014-07,Erlent ríkisfang,Allir,1052
2014-08,Erlent ríkisfang,Allir,1065
2014-09,Erlent ríkisfang,Allir,1054
2014-10,Erlent ríkisfang,Allir,1120
2014-11,Erlent ríkisfang,Allir,1183
2014-12,Erlent ríkisfang,Allir,1196
2015-01,Erlent ríkisfang,Allir,1222
2015-02,Erlent ríkisfang,Allir,1225
2015-03,Erlent ríkisfang,Allir,1227
2015-04,Erlent ríkisfang,Allir,1138
2015-05,Erlent ríkisfang,Allir,1043
2015-06,Erlent ríkisfang,Allir,980
2015-07,Erlent ríkisfang,Allir,935
2015-08,Erlent ríkisfang,Allir,932
2015-09,Erlent ríkisfang,Allir,878
2015-10,Erlent ríkisfang,Allir,936
2015-11,Erlent ríkisfang,Allir,978
2015-12,Erlent ríkisfang,Allir,1040
2016-01,Erlent ríkisfang,Allir,1070
2016-02,Erlent ríkisfang,Allir,1037
2016-03,Erlent ríkisfang,Allir,993
2016-04,Erlent ríkisfang,Allir,935
2016-05,Erlent ríkisfang,Allir,877
2016-06,Erlent ríkisfang,Allir,833
2016-07,Erlent ríkisfang,Allir,818
2016-08,Erlent ríkisfang,Allir,779
2016-09,Erlent ríkisfang,Allir,750
2016-10,Erlent ríkisfang,Allir,772
2016-11,Erlent ríkisfang,Allir,857
2016-12,Erlent ríkisfang,Allir,1286
2017-01,Erlent ríkisfang,Allir,1691
2017-02,Erlent ríkisfang,Allir,1103
2017-03,Erlent ríkisfang,Allir,1066
2017-04,Erlent ríkisfang,Allir,1011
2017-05,Erlent ríkisfang,Allir,963
2017-06,Erlent ríkisfang,Allir,960
2017-07,Erlent ríkisfang,Allir,970
2017-08,Erlent ríkisfang,Allir,967
2017-09,Erlent ríkisfang,Allir,953
2017-10,Erlent ríkisfang,Allir,999
2017-11,Erlent ríkisfang,Allir,1148
2017-12,Erlent ríkisfang,Allir,1196
2018-01,Erlent ríkisfang,Allir,1306
2018-02,Erlent ríkisfang,Allir,1347
2018-03,Erlent ríkisfang,Allir,1358
2018-04,Erlent ríkisfang,Allir,1359
2018-05,Erlent ríkisfang,Allir,1396
2018-06,Erlent ríkisfang,Allir,1447
2018-07,Erlent ríkisfang,Allir,1454
2018-08,Erlent ríkisfang,Allir,1491
2018-09,Erlent ríkisfang,Allir,1428
2018-10,Erlent ríkisfang,Allir,1558
2018-11,Erlent ríkisfang,Allir,1724
2018-12,Erlent ríkisfang,Allir,1876
2019-01,Erlent ríkisfang,Allir,2080
2019-02,Erlent ríkisfang,Allir,2192
2019-03,Erlent ríkisfang,Allir,2315
2019-04,Erlent ríkisfang,Allir,2499
2019-05,Erlent ríkisfang,Allir,2565
2019-06,Erlent ríkisfang,Allir,2578
2019-07,Erlent ríkisfang,Allir,2571
2019-08,Erlent ríkisfang,Allir,2605
2019-09,Erlent ríkisfang,Allir,2633
2019-10,Erlent ríkisfang,Allir,2921
2019-11,Erlent ríkisfang,Allir,3266
2019-12,Erlent ríkisfang,Allir,3461
2020-01,Erlent ríkisfang,Allir,3836
2020-02,Erlent ríkisfang,Allir,3906
2020-03,Erlent ríkisfang,Allir,4856
2020-04,Erlent ríkisfang,Allir,13854
2020-05,Erlent ríkisfang,Allir,10476
2020-06,Erlent ríkisfang,Allir,8493
2020-07,Erlent ríkisfang,Allir,7827
2020-08,Erlent ríkisfang,Allir,7886
2020-09,Erlent ríkisfang,Allir,8607
2020-10,Erlent ríkisfang,Allir,9612
2020-11,Erlent ríkisfang,Allir,10147
2020-12,Erlent ríkisfang,Allir,10256
2021-01,Erlent ríkisfang,Allir,10142
2021-02,Erlent ríkisfang,Allir,9947
2021-03,Erlent ríkisfang,Allir,9654
2021-04,Erlent ríkisfang,Allir,9280
