manudur,rikisfang,flokkur,fjoldi
2024-06,Konur,6-12 mánuðir,775
2024-07,Konur,6-12 mánuðir,774
2024-08,Konur,6-12 mánuðir,855
2024-09,Konur,6-12 mánuðir,788
2024-10,Konur,6-12 mánuðir,759
2024-11,Konur,6-12 mánuðir,719
2024-12,Konur,6-12 mánuðir,749
2025-01,Konur,6-12 mánuðir,741
2025-02,Konur,6-12 mánuðir,733
2025-03,Konur,6-12 mánuðir,823
2025-04,Konur,6-12 mánuðir,897
2025-05,Konur,6-12 mánuðir,903
2025-06,Konur,6-12 mánuðir,847
2025-07,Konur,6-12 mánuðir,886
2025-08,Konur,6-12 mánuðir,849
2025-09,Konur,6-12 mánuðir,807
2025-10,Konur,6-12 mánuðir,740
2025-11,Konur,6-12 mánuðir,713
2025-12,Konur,6-12 mánuðir,755
2026-01,Konur,6-12 mánuðir,750
2026-02,Konur,6-12 mánuðir,759
2026-03,Konur,6-12 mánuðir,788
2000-02,Konur,+12 mánuðir,255
2000-03,Konur,+12 mánuðir,237
2000-04,Konur,+12 mánuðir,236
2000-05,Konur,+12 mánuðir,233
2000-06,Konur,+12 mánuðir,226
2000-07,Konur,+12 mánuðir,205
2000-08,Konur,+12 mánuðir,191
2000-09,Konur,+12 mánuðir,158
2000-10,Konur,+12 mánuðir,151
2000-11,Konur,+12 mánuðir,149
2000-12,Konur,+12 mánuðir,144
2001-01,Konur,+12 mánuðir,147
2001-02,Konur,+12 mánuðir,135
2001-03,Konur,+12 mánuðir,137
2001-04,Konur,+12 mánuðir,134
2001-05,Konur,+12 mánuðir,121
2001-06,Konur,+12 mánuðir,117
2001-07,Konur,+12 mánuðir,118
2001-08,Konur,+12 mánuðir,109
2001-09,Konur,+12 mánuðir,97
2001-10,Konur,+12 mánuðir,94
2001-11,Konur,+12 mánuðir,95
2001-12,Konur,+12 mánuðir,90
2002-01,Konur,+12 mánuðir,100
2002-02,Konur,+12 mánuðir,99
2002-03,Konur,+12 mánuðir,103
2002-04,Konur,+12 mánuðir,107
2002-05,Konur,+12 mánuðir,116
2002-06,Konur,+12 mánuðir,129
2002-07,Konur,+12 mánuðir,135
2002-08,Konur,+12 mánuðir,140
2002-09,Konur,+12 mánuðir,158
2002-10,Konur,+12 mánuðir,156
2002-11,Konur,+12 mánuðir,171
2002-12,Konur,+12 mánuðir,179
2003-01,Konur,+12 mánuðir,207
2003-02,Konur,+12 mánuðir,225
2003-03,Konur,+12 mánuðir,246
2003-04,Konur,+12 mánuðir,268
2003-05,Konur,+12 mánuðir,285
2003-06,Konur,+12 mánuðir,302
2003-07,Konur,+12 mánuðir,283
2003-08,Konur,+12 mánuðir,270
2003-09,Konur,+12 mánuðir,274
2003-10,Konur,+12 mánuðir,288
2003-11,Konur,+12 mánuðir,305
2003-12,Konur,+12 mánuðir,324
2004-01,Konur,+12 mánuðir,346
2004-02,Konur,+12 mánuðir,349
2004-03,Konur,+12 mánuðir,370
2004-04,Konur,+12 mánuðir,370
2004-05,Konur,+12 mánuðir,378
2004-06,Konur,+12 mánuðir,370
2004-07,Konur,+12 mánuðir,362
2004-08,Konur,+12 mánuðir,382
2004-09,Konur,+12 mánuðir,356
2004-10,Konur,+12 mánuðir,337
2004-11,Konur,+12 mánuðir,341
2004-12,Konur,+12 mánuðir,333
2005-01,Konur,+12 mánuðir,328
2005-02,Konur,+12 mánuðir,333
2005-03,Konur,+12 mánuðir,323
2005-04,Konur,+12 mánuðir,316
2005-05,Konur,+12 mánuðir,296
2005-06,Konur,+12 mánuðir,283
2005-07,Konur,+12 mánuðir,270
2005-08,Konur,+12 mánuðir,252
2005-09,Konur,+12 mánuðir,226
2005-10,Konur,+12 mánuðir,209
2005-11,Konur,+12 mánuðir,190
2005-12,Konur,+12 mánuðir,182
2006-01,Konur,+12 mánuðir,181
2006-02,Konur,+12 mánuðir,177
2006-03,Konur,+12 mánuðir,174
2006-04,Konur,+12 mánuðir,169
2006-05,Konur,+12 mánuðir,167
2006-06,Konur,+12 mánuðir,153
2006-07,Konur,+12 mánuðir,148
2006-08,Konur,+12 mánuðir,145
2006-09,Konur,+12 mánuðir,140
2006-10,Konur,+12 mánuðir,139
2006-11,Konur,+12 mánuðir,134
2006-12,Konur,+12 mánuðir,145
2007-01,Konur,+12 mánuðir,149
2007-02,Konur,+12 mánuðir,147
2007-03,Konur,+12 mánuðir,143
2007-04,Konur,+12 mánuðir,151
2007-05,Konur,+12 mánuðir,160
2007-06,Konur,+12 mánuðir,164
2007-07,Konur,+12 mánuðir,169
2007-08,Konur,+12 mánuðir,172
2007-09,Konur,+12 mánuðir,169
2007-10,Konur,+12 mánuðir,175
2007-11,Konur,+12 mánuðir,171
2007-12,Konur,+12 mánuðir,168
2008-01,Konur,+12 mánuðir,172
2008-02,Konur,+12 mánuðir,167
2008-03,Konur,+12 mánuðir,172
2008-04,Konur,+12 mánuðir,172
2008-05,Konur,+12 mánuðir,159
2008-06,Konur,+12 mánuðir,148
2008-07,Konur,+12 mánuðir,140
2008-08,Konur,+12 mánuðir,137
2008-09,Konur,+12 mánuðir,141
2008-10,Konur,+12 mánuðir,137
2008-11,Konur,+12 mánuðir,137
2008-12,Konur,+12 mánuðir,147
2009-01,Konur,+12 mánuðir,162
2009-02,Konur,+12 mánuðir,173
2009-03,Konur,+12 mánuðir,192
2009-04,Konur,+12 mánuðir,199
2009-05,Konur,+12 mánuðir,224
2009-06,Konur,+12 mánuðir,278
2009-07,Konur,+12 mánuðir,328
2009-08,Konur,+12 mánuðir,398
2009-09,Konur,+12 mánuðir,487
2009-10,Konur,+12 mánuðir,639
2009-11,Konur,+12 mánuðir,984
2009-12,Konur,+12 mánuðir,1117
2010-01,Konur,+12 mánuðir,1386
2010-02,Konur,+12 mánuðir,1638
2010-03,Konur,+12 mánuðir,1834
2010-04,Konur,+12 mánuðir,1881
2010-05,Konur,+12 mánuðir,1921
2010-06,Konur,+12 mánuðir,1925
2010-07,Konur,+12 mánuðir,1904
2010-08,Konur,+12 mánuðir,1934
2010-09,Konur,+12 mánuðir,1967
2010-10,Konur,+12 mánuðir,1963
2010-11,Konur,+12 mánuðir,2011
2010-12,Konur,+12 mánuðir,1972
2011-01,Konur,+12 mánuðir,2054
2011-02,Konur,+12 mánuðir,2058
2011-03,Konur,+12 mánuðir,2074
2011-04,Konur,+12 mánuðir,2026
2011-05,Konur,+12 mánuðir,2071
2011-06,Konur,+12 mánuðir,2074
2011-07,Konur,+12 mánuðir,2038
2011-08,Konur,+12 mánuðir,2103
2011-09,Konur,+12 mánuðir,2024
2011-10,Konur,+12 mánuðir,2045
2011-11,Konur,+12 mánuðir,2096
2011-12,Konur,+12 mánuðir,2045
2012-01,Konur,+12 mánuðir,1537
2012-02,Konur,+12 mánuðir,1553
2012-03,Konur,+12 mánuðir,1563
2012-04,Konur,+12 mánuðir,1948
2012-05,Konur,+12 mánuðir,1835
2012-06,Konur,+12 mánuðir,1684
2012-07,Konur,+12 mánuðir,1653
2012-08,Konur,+12 mánuðir,1646
2012-09,Konur,+12 mánuðir,1528
2012-10,Konur,+12 mánuðir,1539
2012-11,Konur,+12 mánuðir,1549
2012-12,Konur,+12 mánuðir,1575
2013-01,Konur,+12 mánuðir,1305
2013-02,Konur,+12 mánuðir,1281
2013-03,Konur,+12 mánuðir,1231
2013-04,Konur,+12 mánuðir,1218
2013-05,Konur,+12 mánuðir,1182
2013-06,Konur,+12 mánuðir,1128
2013-07,Konur,+12 mánuðir,1149
2013-08,Konur,+12 mánuðir,1098
2013-09,Konur,+12 mánuðir,1048
2013-10,Konur,+12 mánuðir,1070
2013-11,Konur,+12 mánuðir,1041
2013-12,Konur,+12 mánuðir,1056
2014-01,Konur,+12 mánuðir,1076
2014-02,Konur,+12 mánuðir,1083
2014-03,Konur,+12 mánuðir,1056
2014-04,Konur,+12 mánuðir,998
2014-05,Konur,+12 mánuðir,1011
2014-06,Konur,+12 mánuðir,987
2014-07,Konur,+12 mánuðir,977
2014-08,Konur,+12 mánuðir,907
2014-09,Konur,+12 mánuðir,840
2014-10,Konur,+12 mánuðir,816
2014-11,Konur,+12 mánuðir,771
2014-12,Konur,+12 mánuðir,771
2015-01,Konur,+12 mánuðir,684
2015-02,Konur,+12 mánuðir,689
2015-03,Konur,+12 mánuðir,700
2015-04,Konur,+12 mánuðir,683
2015-05,Konur,+12 mánuðir,666
2015-06,Konur,+12 mánuðir,649
2015-07,Konur,+12 mánuðir,643
2015-08,Konur,+12 mánuðir,655
2015-09,Konur,+12 mánuðir,614
2015-10,Konur,+12 mánuðir,593
2015-11,Konur,+12 mánuðir,608
2015-12,Konur,+12 mánuðir,607
2016-01,Konur,+12 mánuðir,598
2016-02,Konur,+12 mánuðir,607
2016-03,Konur,+12 mánuðir,593
2016-04,Konur,+12 mánuðir,583
2016-05,Konur,+12 mánuðir,595
2016-06,Konur,+12 mánuðir,567
2016-07,Konur,+12 mánuðir,561
2016-08,Konur,+12 mánuðir,547
2016-09,Konur,+12 mánuðir,512
2016-10,Konur,+12 mánuðir,492
2016-11,Konur,+12 mánuðir,491
2016-12,Konur,+12 mánuðir,476
2017-01,Konur,+12 mánuðir,474
2017-02,Konur,+12 mánuðir,460
2017-03,Konur,+12 mánuðir,452
2017-04,Konur,+12 mánuðir,413
2017-05,Konur,+12 mánuðir,418
2017-06,Konur,+12 mánuðir,423
2017-07,Konur,+12 mánuðir,427
2017-08,Konur,+12 mánuðir,441
2017-09,Konur,+12 mánuðir,407
2017-10,Konur,+12 mánuðir,422
2017-11,Konur,+12 mánuðir,424
2017-12,Konur,+12 mánuðir,415
2018-01,Konur,+12 mánuðir,443
2018-02,Konur,+12 mánuðir,441
2018-03,Konur,+12 mánuðir,442
2018-04,Konur,+12 mánuðir,445
2018-05,Konur,+12 mánuðir,453
2018-06,Konur,+12 mánuðir,426
2018-07,Konur,+12 mánuðir,431
2018-08,Konur,+12 mánuðir,450
2018-09,Konur,+12 mánuðir,428
2018-10,Konur,+12 mánuðir,463
2018-11,Konur,+12 mánuðir,459
2018-12,Konur,+12 mánuðir,453
2019-01,Konur,+12 mánuðir,507
2019-02,Konur,+12 mánuðir,536
2019-03,Konur,+12 mánuðir,530
2019-04,Konur,+12 mánuðir,562
2019-05,Konur,+12 mánuðir,568
2019-06,Konur,+12 mánuðir,554
2019-07,Konur,+12 mánuðir,586
2019-08,Konur,+12 mánuðir,602
2019-09,Konur,+12 mánuðir,617
2019-10,Konur,+12 mánuðir,631
2019-11,Konur,+12 mánuðir,646
2019-12,Konur,+12 mánuðir,689
2020-01,Konur,+12 mánuðir,765
2020-02,Konur,+12 mánuðir,811
2020-03,Konur,+12 mánuðir,956
2020-04,Konur,+12 mánuðir,1025
2020-05,Konur,+12 mánuðir,1054
2020-06,Konur,+12 mánuðir,1181
2020-07,Konur,+12 mánuðir,1238
2020-08,Konur,+12 mánuðir,1306
2020-09,Konur,+12 mánuðir,1389
2020-10,Konur,+12 mánuðir,1520
2020-11,Konur,+12 mánuðir,1670
2020-12,Konur,+12 mánuðir,1754
2021-01,Konur,+12 mánuðir,1842
2021-02,Konur,+12 mánuðir,1911
2021-03,Konur,+12 mánuðir,4060
2021-04,Konur,+12 mánuðir,4295
2021-05,Konur,+12 mánuðir,4019
2021-06,Konur,+12 mánuðir,2513
2021-07,Konur,+12 mánuðir,2331
2021-08,Konur,+12 mánuðir,2185
2021-09,Konur,+12 mánuðir,1940
2021-10,Konur,+12 mánuðir,1796
2021-11,Konur,+12 mánuðir,1733
2021-12,Konur,+12 mánuðir,1602
2022-01,Konur,+12 mánuðir,1521
2022-02,Konur,+12 mánuðir,1465
2022-03,Konur,+12 mánuðir,1397
2022-04,Konur,+12 mánuðir,1328
2022-05,Konur,+12 mánuðir,1202
2022-06,Konur,+12 mánuðir,1068
2022-07,Konur,+12 mánuðir,1004
2022-08,Konur,+12 mánuðir,978
2022-09,Konur,+12 mánuðir,899
2022-10,Konur,+12 mánuðir,832
2022-11,Konur,+12 mánuðir,797
2022-12,Konur,+12 mánuðir,773
2023-01,Konur,+12 mánuðir,804
2023-02,Konur,+12 mánuðir,768
2023-03,Konur,+12 mánuðir,716
2023-04,Konur,+12 mánuðir,668
2023-05,Konur,+12 mánuðir,652
2023-06,Konur,+12 mánuðir,581
2023-07,Konur,+12 mánuðir,562
2023-08,Konur,+12 mánuðir,554
2023-09,Konur,+12 mánuðir,511
2023-10,Konur,+12 mánuðir,489
2023-11,Konur,+12 mánuðir,485
2023-12,Konur,+12 mánuðir,446
2024-01,Konur,+12 mánuðir,520
2024-02,Konur,+12 mánuðir,560
2024-03,Konur,+12 mánuðir,525
2024-04,Konur,+12 mánuðir,568
2024-05,Konur,+12 mánuðir,551
2024-06,Konur,+12 mánuðir,530
2024-07,Konur,+12 mánuðir,562
2024-08,Konur,+12 mánuðir,584
2024-09,Konur,+12 mánuðir,577
2024-10,Konur,+12 mánuðir,572
2024-11,Konur,+12 mánuðir,568
2024-12,Konur,+12 mánuðir,584
2025-01,Konur,+12 mánuðir,639
2025-02,Konur,+12 mánuðir,662
2025-03,Konur,+12 mánuðir,676
2025-04,Konur,+12 mánuðir,677
2025-05,Konur,+12 mánuðir,667
2025-06,Konur,+12 mánuðir,674
2025-07,Konur,+12 mánuðir,684
2025-08,Konur,+12 mánuðir,670
2025-09,Konur,+12 mánuðir,715
2025-10,Konur,+12 mánuðir,724
2025-11,Konur,+12 mánuðir,720
2025-12,Konur,+12 mánuðir,736
2026-01,Konur,+12 mánuðir,728
2026-02,Konur,+12 mánuðir,740
2026-03,Konur,+12 mánuðir,770
2000-02,Íslenskt ríkisfang,Allir,2769
2000-03,Íslenskt ríkisfang,Allir,2734
2000-04,Íslenskt ríkisfang,Allir,2488
2000-05,Íslenskt ríkisfang,Allir,2177
2000-06,Íslenskt ríkisfang,Allir,2044
2000-07,Íslenskt ríkisfang,Allir,1910
2000-08,Íslenskt ríkisfang,Allir,1683
2000-09,Íslenskt ríkisfang,Allir,1473
2000-10,Íslenskt ríkisfang,Allir,1526
2000-11,Íslenskt ríkisfang,Allir,1860
2000-12,Íslenskt ríkisfang,Allir,2344
2001-01,Íslenskt ríkisfang,Allir,2471
2001-02,Íslenskt ríkisfang,Allir,2397
2001-03,Íslenskt ríkisfang,Allir,2202
2001-04,Íslenskt ríkisfang,Allir,2614
2001-05,Íslenskt ríkisfang,Allir,2021
2001-06,Íslenskt ríkisfang,Allir,1997
2001-07,Íslenskt ríkisfang,Allir,1912
2001-08,Íslenskt ríkisfang,Allir,1675
2001-09,Íslenskt ríkisfang,Allir,1784
2001-10,Íslenskt ríkisfang,Allir,2114
2001-11,Íslenskt ríkisfang,Allir,2620
2001-12,Íslenskt ríkisfang,Allir,3017
2002-01,Íslenskt ríkisfang,Allir,3697
2002-02,Íslenskt ríkisfang,Allir,3812
2002-03,Íslenskt ríkisfang,Allir,3888
2002-04,Íslenskt ríkisfang,Allir,3811
2002-05,Íslenskt ríkisfang,Allir,3811
2002-06,Íslenskt ríkisfang,Allir,3741
2002-07,Íslenskt ríkisfang,Allir,3741
2002-08,Íslenskt ríkisfang,Allir,3407
2002-09,Íslenskt ríkisfang,Allir,3399
2002-10,Íslenskt ríkisfang,Allir,3891
2002-11,Íslenskt ríkisfang,Allir,4385
2002-12,Íslenskt ríkisfang,Allir,4859
2003-01,Íslenskt ríkisfang,Allir,5615
2003-02,Íslenskt ríkisfang,Allir,5957
2003-03,Íslenskt ríkisfang,Allir,5788
2003-04,Íslenskt ríkisfang,Allir,5552
2003-05,Íslenskt ríkisfang,Allir,5563
2003-06,Íslenskt ríkisfang,Allir,5096
2003-07,Íslenskt ríkisfang,Allir,4761
2003-08,Íslenskt ríkisfang,Allir,4331
2003-09,Íslenskt ríkisfang,Allir,4130
2003-10,Íslenskt ríkisfang,Allir,4326
2003-11,Íslenskt ríkisfang,Allir,4692
2003-12,Íslenskt ríkisfang,Allir,5057
2004-01,Íslenskt ríkisfang,Allir,5287
2004-02,Íslenskt ríkisfang,Allir,5277
2004-03,Íslenskt ríkisfang,Allir,5177
2004-04,Íslenskt ríkisfang,Allir,4981
2004-05,Íslenskt ríkisfang,Allir,5213
2004-06,Íslenskt ríkisfang,Allir,4985
2004-07,Íslenskt ríkisfang,Allir,4918
2004-08,Íslenskt ríkisfang,Allir,4415
2004-09,Íslenskt ríkisfang,Allir,4087
2004-10,Íslenskt ríkisfang,Allir,4111
2004-11,Íslenskt ríkisfang,Allir,4159
2004-12,Íslenskt ríkisfang,Allir,4462
2005-01,Íslenskt ríkisfang,Allir,4551
2005-02,Íslenskt ríkisfang,Allir,4283
2005-03,Íslenskt ríkisfang,Allir,3878
2005-04,Íslenskt ríkisfang,Allir,3574
2005-05,Íslenskt ríkisfang,Allir,3468
2005-06,Íslenskt ríkisfang,Allir,3293
2005-07,Íslenskt ríkisfang,Allir,3287
2005-08,Íslenskt ríkisfang,Allir,2630
2005-09,Íslenskt ríkisfang,Allir,2323
2005-10,Íslenskt ríkisfang,Allir,2327
2005-11,Íslenskt ríkisfang,Allir,2450
2005-12,Íslenskt ríkisfang,Allir,2519
2006-01,Íslenskt ríkisfang,Allir,2600
2006-02,Íslenskt ríkisfang,Allir,2467
2006-03,Íslenskt ríkisfang,Allir,2308
2006-04,Íslenskt ríkisfang,Allir,2221
2006-05,Íslenskt ríkisfang,Allir,2233
2006-06,Íslenskt ríkisfang,Allir,2236
2006-07,Íslenskt ríkisfang,Allir,2352
2006-08,Íslenskt ríkisfang,Allir,1852
2006-09,Íslenskt ríkisfang,Allir,1698
2006-10,Íslenskt ríkisfang,Allir,1762
2006-11,Íslenskt ríkisfang,Allir,1839
2006-12,Íslenskt ríkisfang,Allir,2007
2007-01,Íslenskt ríkisfang,Allir,2028
2007-02,Íslenskt ríkisfang,Allir,2058
2007-03,Íslenskt ríkisfang,Allir,1964
2007-04,Íslenskt ríkisfang,Allir,1836
2007-05,Íslenskt ríkisfang,Allir,1852
2007-06,Íslenskt ríkisfang,Allir,1652
2007-07,Íslenskt ríkisfang,Allir,1602
2007-08,Íslenskt ríkisfang,Allir,1418
2007-09,Íslenskt ríkisfang,Allir,1372
2007-10,Íslenskt ríkisfang,Allir,1312
2007-11,Íslenskt ríkisfang,Allir,1334
2007-12,Íslenskt ríkisfang,Allir,1403
2008-01,Íslenskt ríkisfang,Allir,1564
2008-02,Íslenskt ríkisfang,Allir,1599
2008-03,Íslenskt ríkisfang,Allir,1674
2008-04,Íslenskt ríkisfang,Allir,1649
2008-05,Íslenskt ríkisfang,Allir,1764
2008-06,Íslenskt ríkisfang,Allir,1840
2008-07,Íslenskt ríkisfang,Allir,2013
2008-08,Íslenskt ríkisfang,Allir,1971
2008-09,Íslenskt ríkisfang,Allir,2144
2008-10,Íslenskt ríkisfang,Allir,3353
2008-11,Íslenskt ríkisfang,Allir,5373
2008-12,Íslenskt ríkisfang,Allir,7701
2009-01,Íslenskt ríkisfang,Allir,10731
2009-02,Íslenskt ríkisfang,Allir,13514
2009-03,Íslenskt ríkisfang,Allir,14663
2009-04,Íslenskt ríkisfang,Allir,14637
2009-05,Íslenskt ríkisfang,Allir,14375
2009-06,Íslenskt ríkisfang,Allir,13739
2009-07,Íslenskt ríkisfang,Allir,13538
2009-08,Íslenskt ríkisfang,Allir,12711
2009-09,Íslenskt ríkisfang,Allir,12020
2009-10,Íslenskt ríkisfang,Allir,12597
2009-11,Íslenskt ríkisfang,Allir,13175
2009-12,Íslenskt ríkisfang,Allir,13343
2010-01,Íslenskt ríkisfang,Allir,14142
2010-02,Íslenskt ríkisfang,Allir,14173
2010-03,Íslenskt ríkisfang,Allir,14054
2010-04,Íslenskt ríkisfang,Allir,13586
2010-05,Íslenskt ríkisfang,Allir,12581
2010-06,Íslenskt ríkisfang,Allir,11796
2010-07,Íslenskt ríkisfang,Allir,11565
2010-08,Íslenskt ríkisfang,Allir,10734
2010-09,Íslenskt ríkisfang,Allir,10595
2010-10,Íslenskt ríkisfang,Allir,11126
2010-11,Íslenskt ríkisfang,Allir,11399
2010-12,Íslenskt ríkisfang,Allir,11790
2011-01,Íslenskt ríkisfang,Allir,12324
2011-02,Íslenskt ríkisfang,Allir,12473
2011-03,Íslenskt ríkisfang,Allir,12448
2011-04,Íslenskt ríkisfang,Allir,11837
2011-05,Íslenskt ríkisfang,Allir,11147
2011-06,Íslenskt ríkisfang,Allir,10489
2011-07,Íslenskt ríkisfang,Allir,10401
2011-08,Íslenskt ríkisfang,Allir,10063
2011-09,Íslenskt ríkisfang,Allir,9638
2011-10,Íslenskt ríkisfang,Allir,9917
2011-11,Íslenskt ríkisfang,Allir,10329
2011-12,Íslenskt ríkisfang,Allir,10639
2012-01,Íslenskt ríkisfang,Allir,9950
2012-02,Íslenskt ríkisfang,Allir,9938
2012-03,Íslenskt ríkisfang,Allir,9700
2012-04,Íslenskt ríkisfang,Allir,9076
2012-05,Íslenskt ríkisfang,Allir,8119
2012-06,Íslenskt ríkisfang,Allir,7227
2012-07,Íslenskt ríkisfang,Allir,7175
2012-08,Íslenskt ríkisfang,Allir,6758
2012-09,Íslenskt ríkisfang,Allir,6608
2012-10,Íslenskt ríkisfang,Allir,6981
2012-11,Íslenskt ríkisfang,Allir,7361
2012-12,Íslenskt ríkisfang,Allir,7756
2013-01,Íslenskt ríkisfang,Allir,7603
2013-02,Íslenskt ríkisfang,Allir,7506
2013-03,Íslenskt ríkisfang,Allir,7269
2013-04,Íslenskt ríkisfang,Allir,6820
2013-05,Íslenskt ríkisfang,Allir,6396
2013-06,Íslenskt ríkisfang,Allir,5954
2013-07,Íslenskt ríkisfang,Allir,5985
2013-08,Íslenskt ríkisfang,Allir,5668
2013-09,Íslenskt ríkisfang,Allir,5268
2013-10,Íslenskt ríkisfang,Allir,5543
2013-11,Íslenskt ríkisfang,Allir,5820
2013-12,Íslenskt ríkisfang,Allir,6034
2014-01,Íslenskt ríkisfang,Allir,6393
2014-02,Íslenskt ríkisfang,Allir,6270
2014-03,Íslenskt ríkisfang,Allir,6204
2014-04,Íslenskt ríkisfang,Allir,5869
2014-05,Íslenskt ríkisfang,Allir,5301
2014-06,Íslenskt ríkisfang,Allir,4938
2014-07,Íslenskt ríkisfang,Allir,4923
2014-08,Íslenskt ríkisfang,Allir,4570
2014-09,Íslenskt ríkisfang,Allir,4427
2014-10,Íslenskt ríkisfang,Allir,4620
2014-11,Íslenskt ríkisfang,Allir,4655
2014-12,Íslenskt ríkisfang,Allir,4861
2015-01,Íslenskt ríkisfang,Allir,5084
2015-02,Íslenskt ríkisfang,Allir,5049
2015-03,Íslenskt ríkisfang,Allir,5024
2015-04,Íslenskt ríkisfang,Allir,4883
2015-05,Íslenskt ríkisfang,Allir,4395
2015-06,Íslenskt ríkisfang,Allir,4123
2015-07,Íslenskt ríkisfang,Allir,4078
2015-08,Íslenskt ríkisfang,Allir,3799
2015-09,Íslenskt ríkisfang,Allir,3609
2015-10,Íslenskt ríkisfang,Allir,3739
2015-11,Íslenskt ríkisfang,Allir,3880
2015-12,Íslenskt ríkisfang,Allir,3905
2016-01,Íslenskt ríkisfang,Allir,4191
2016-02,Íslenskt ríkisfang,Allir,4046
2016-03,Íslenskt ríkisfang,Allir,3900
2016-04,Íslenskt ríkisfang,Allir,3666
2016-05,Íslenskt ríkisfang,Allir,3395
2016-06,Íslenskt ríkisfang,Allir,3259
2016-07,Íslenskt ríkisfang,Allir,3119
2016-08,Íslenskt ríkisfang,Allir,2964
2016-09,Íslenskt ríkisfang,Allir,2830
2016-10,Íslenskt ríkisfang,Allir,2911
2016-11,Íslenskt ríkisfang,Allir,3089
2016-12,Íslenskt ríkisfang,Allir,3505
2017-01,Íslenskt ríkisfang,Allir,4117
2017-02,Íslenskt ríkisfang,Allir,3484
2017-03,Íslenskt ríkisfang,Allir,3364
2017-04,Íslenskt ríkisfang,Allir,3062
2017-05,Íslenskt ríkisfang,Allir,2893
2017-06,Íslenskt ríkisfang,Allir,2853
2017-07,Íslenskt ríkisfang,Allir,2854
2017-08,Íslenskt ríkisfang,Allir,2819
2017-09,Íslenskt ríkisfang,Allir,2702
2017-10,Íslenskt ríkisfang,Allir,2840
2017-11,Íslenskt ríkisfang,Allir,2997
2017-12,Íslenskt ríkisfang,Allir,3042
2018-01,Íslenskt ríkisfang,Allir,3362
2018-02,Íslenskt ríkisfang,Allir,3306
2018-03,Íslenskt ríkisfang,Allir,3243
2018-04,Íslenskt ríkisfang,Allir,3112
2018-05,Íslenskt ríkisfang,Allir,3060
2018-06,Íslenskt ríkisfang,Allir,2953
2018-07,Íslenskt ríkisfang,Allir,3055
2018-08,Íslenskt ríkisfang,Allir,3037
2018-09,Íslenskt ríkisfang,Allir,2939
2018-10,Íslenskt ríkisfang,Allir,3127
2018-11,Íslenskt ríkisfang,Allir,3353
2018-12,Íslenskt ríkisfang,Allir,3423
2019-01,Íslenskt ríkisfang,Allir,3885
2019-02,Íslenskt ríkisfang,Allir,3965
2019-03,Íslenskt ríkisfang,Allir,4617
2019-04,Íslenskt ríkisfang,Allir,4759
2019-05,Íslenskt ríkisfang,Allir,4627
2019-06,Íslenskt ríkisfang,Allir,4620
2019-07,Íslenskt ríkisfang,Allir,4714
2019-08,Íslenskt ríkisfang,Allir,4576
2019-09,Íslenskt ríkisfang,Allir,4468
2019-10,Íslenskt ríkisfang,Allir,4779
2019-11,Íslenskt ríkisfang,Allir,5013
2019-12,Íslenskt ríkisfang,Allir,5144
2020-01,Íslenskt ríkisfang,Allir,5782
2020-02,Íslenskt ríkisfang,Allir,5860
2020-03,Íslenskt ríkisfang,Allir,9365
2020-04,Íslenskt ríkisfang,Allir,35306
2020-05,Íslenskt ríkisfang,Allir,22729
2020-06,Íslenskt ríkisfang,Allir,14420
2020-07,Íslenskt ríkisfang,Allir,13088
2020-08,Íslenskt ríkisfang,Allir,13383
2020-09,Íslenskt ríkisfang,Allir,13142
2020-10,Íslenskt ríkisfang,Allir,15396
2020-11,Íslenskt ríkisfang,Allir,16205
2020-12,Íslenskt ríkisfang,Allir,16217
2021-01,Íslenskt ríkisfang,Allir,16259
2021-02,Íslenskt ríkisfang,Allir,15731
2021-03,Íslenskt ríkisfang,Allir,15549
2021-04,Íslenskt ríkisfang,Allir,14990
2021-05,Íslenskt ríkisfang,Allir,13062
2021-06,Íslenskt ríkisfang,Allir,8612
2021-07,Íslenskt ríkisfang,Allir,7605
2021-08,Íslenskt ríkisfang,Allir,7007
2021-09,Íslenskt ríkisfang,Allir,6284
2021-10,Íslenskt ríkisfang,Allir,6014
2021-11,Íslenskt ríkisfang,Allir,5980
2021-12,Íslenskt ríkisfang,Allir,5872
2022-01,Íslenskt ríkisfang,Allir,6063
2022-02,Íslenskt ríkisfang,Allir,5826
2022-03,Íslenskt ríkisfang,Allir,5511
2022-04,Íslenskt ríkisfang,Allir,5219
2022-05,Íslenskt ríkisfang,Allir,4382
2022-06,Íslenskt ríkisfang,Allir,4106
2022-07,Íslenskt ríkisfang,Allir,4025
2022-08,Íslenskt ríkisfang,Allir,3778
2022-09,Íslenskt ríkisfang,Allir,3557
2022-10,Íslenskt ríkisfang,Allir,3586
2022-11,Íslenskt ríkisfang,Allir,3527
2022-12,Íslenskt ríkisfang,Allir,3605
2023-01,Íslenskt ríkisfang,Allir,3816
2023-02,Íslenskt ríkisfang,Allir,3842
2023-03,Íslenskt ríkisfang,Allir,3708
2023-04,Íslenskt ríkisfang,Allir,3463
2023-05,Íslenskt ríkisfang,Allir,3244
2023-06,Íslenskt ríkisfang,Allir,3126
2023-07,Íslenskt ríkisfang,Allir,3131
2023-08,Íslenskt ríkisfang,Allir,3038
2023-09,Íslenskt ríkisfang,Allir,2979
2023-10,Íslenskt ríkisfang,Allir,3045
2023-11,Íslenskt ríkisfang,Allir,3194
