manudur,svaedi,kyn_eda_rikisfang,fjoldi
2023-07,Höfuðborgarsvæðið,Konur,1951
2023-08,Höfuðborgarsvæðið,Konur,1925
2023-09,Höfuðborgarsvæðið,Konur,1889
2023-10,Höfuðborgarsvæðið,Konur,1891
2023-11,Höfuðborgarsvæðið,Konur,1934
2023-12,Höfuðborgarsvæðið,Konur,1913
2024-01,Höfuðborgarsvæðið,Konur,2068
2024-02,Höfuðborgarsvæðið,Konur,2154
2024-03,Höfuðborgarsvæðið,Konur,2145
2024-04,Höfuðborgarsvæðið,Konur,2158
2024-05,Höfuðborgarsvæðið,Konur,2143
2024-06,Höfuðborgarsvæðið,Konur,2154
2024-07,Höfuðborgarsvæðið,Konur,2246
2024-08,Höfuðborgarsvæðið,Konur,2146
2024-09,Höfuðborgarsvæðið,Konur,2110
2024-10,Höfuðborgarsvæðið,Konur,2139
2024-11,Höfuðborgarsvæðið,Konur,2202
2024-12,Höfuðborgarsvæðið,Konur,2159
2025-01,Höfuðborgarsvæðið,Konur,2358
2025-02,Höfuðborgarsvæðið,Konur,2376
2025-03,Höfuðborgarsvæðið,Konur,2334
2025-04,Höfuðborgarsvæðið,Konur,2298
2025-05,Höfuðborgarsvæðið,Konur,2285
2025-06,Höfuðborgarsvæðið,Konur,2275
2025-07,Höfuðborgarsvæðið,Konur,2343
2025-08,Höfuðborgarsvæðið,Konur,2310
2025-09,Höfuðborgarsvæðið,Konur,2327
2025-10,Höfuðborgarsvæðið,Konur,2413
2025-11,Höfuðborgarsvæðið,Konur,2420
2025-12,Höfuðborgarsvæðið,Konur,2388
2026-01,Höfuðborgarsvæðið,Konur,2556
2026-02,Höfuðborgarsvæðið,Konur,2623
2026-03,Höfuðborgarsvæðið,Konur,2650
2000-02,Landsbyggðin,Allir,1137
2000-03,Landsbyggðin,Allir,1120
2000-04,Landsbyggðin,Allir,973
2000-05,Landsbyggðin,Allir,779
2000-06,Landsbyggðin,Allir,625
2000-07,Landsbyggðin,Allir,543
2000-08,Landsbyggðin,Allir,508
2000-09,Landsbyggðin,Allir,485
2000-10,Landsbyggðin,Allir,547
2000-11,Landsbyggðin,Allir,846
2000-12,Landsbyggðin,Allir,1306
2001-01,Landsbyggðin,Allir,1337
2001-02,Landsbyggðin,Allir,1292
2001-03,Landsbyggðin,Allir,1168
2001-04,Landsbyggðin,Allir,1568
2001-05,Landsbyggðin,Allir,840
2001-06,Landsbyggðin,Allir,681
2001-07,Landsbyggðin,Allir,609
2001-08,Landsbyggðin,Allir,527
2001-09,Landsbyggðin,Allir,650
2001-10,Landsbyggðin,Allir,841
2001-11,Landsbyggðin,Allir,1055
2001-12,Landsbyggðin,Allir,1406
2002-01,Landsbyggðin,Allir,1586
2002-02,Landsbyggðin,Allir,1484
2002-03,Landsbyggðin,Allir,1397
2002-04,Landsbyggðin,Allir,1323
2002-05,Landsbyggðin,Allir,1173
2002-06,Landsbyggðin,Allir,1019
2002-07,Landsbyggðin,Allir,989
2002-08,Landsbyggðin,Allir,966
2002-09,Landsbyggðin,Allir,1080
2002-10,Landsbyggðin,Allir,1357
2002-11,Landsbyggðin,Allir,1674
2002-12,Landsbyggðin,Allir,1988
2003-01,Landsbyggðin,Allir,2274
2003-02,Landsbyggðin,Allir,2302
2003-03,Landsbyggðin,Allir,2166
2003-04,Landsbyggðin,Allir,2044
2003-05,Landsbyggðin,Allir,1823
2003-06,Landsbyggðin,Allir,1484
2003-07,Landsbyggðin,Allir,1291
2003-08,Landsbyggðin,Allir,1170
2003-09,Landsbyggðin,Allir,1286
2003-10,Landsbyggðin,Allir,1421
2003-11,Landsbyggðin,Allir,1629
2003-12,Landsbyggðin,Allir,1933
2004-01,Landsbyggðin,Allir,1968
2004-02,Landsbyggðin,Allir,1912
2004-03,Landsbyggðin,Allir,1818
2004-04,Landsbyggðin,Allir,1703
2004-05,Landsbyggðin,Allir,1637
2004-06,Landsbyggðin,Allir,1365
2004-07,Landsbyggðin,Allir,1383
2004-08,Landsbyggðin,Allir,1205
2004-09,Landsbyggðin,Allir,1239
2004-10,Landsbyggðin,Allir,1340
2004-11,Landsbyggðin,Allir,1424
2004-12,Landsbyggðin,Allir,1726
2005-01,Landsbyggðin,Allir,1712
2005-02,Landsbyggðin,Allir,1538
2005-03,Landsbyggðin,Allir,1398
2005-04,Landsbyggðin,Allir,1258
2005-05,Landsbyggðin,Allir,1074
2005-06,Landsbyggðin,Allir,964
2005-07,Landsbyggðin,Allir,994
2005-08,Landsbyggðin,Allir,848
2005-09,Landsbyggðin,Allir,833
2005-10,Landsbyggðin,Allir,960
2005-11,Landsbyggðin,Allir,1111
2005-12,Landsbyggðin,Allir,1219
2006-01,Landsbyggðin,Allir,1278
2006-02,Landsbyggðin,Allir,1158
2006-03,Landsbyggðin,Allir,1072
2006-04,Landsbyggðin,Allir,991
2006-05,Landsbyggðin,Allir,902
2006-06,Landsbyggðin,Allir,784
2006-07,Landsbyggðin,Allir,865
2006-08,Landsbyggðin,Allir,754
2006-09,Landsbyggðin,Allir,755
2006-10,Landsbyggðin,Allir,784
2006-11,Landsbyggðin,Allir,925
2006-12,Landsbyggðin,Allir,1017
2007-01,Landsbyggðin,Allir,1091
2007-02,Landsbyggðin,Allir,1048
2007-03,Landsbyggðin,Allir,1004
2007-04,Landsbyggðin,Allir,956
2007-05,Landsbyggðin,Allir,881
2007-06,Landsbyggðin,Allir,759
2007-07,Landsbyggðin,Allir,770
2007-08,Landsbyggðin,Allir,686
2007-09,Landsbyggðin,Allir,765
2007-10,Landsbyggðin,Allir,744
2007-11,Landsbyggðin,Allir,806
2007-12,Landsbyggðin,Allir,883
2008-01,Landsbyggðin,Allir,992
2008-02,Landsbyggðin,Allir,1001
2008-03,Landsbyggðin,Allir,986
2008-04,Landsbyggðin,Allir,968
2008-05,Landsbyggðin,Allir,964
2008-06,Landsbyggðin,Allir,875
2008-07,Landsbyggðin,Allir,951
2008-08,Landsbyggðin,Allir,909
2008-09,Landsbyggðin,Allir,1010
2008-10,Landsbyggðin,Allir,1556
2008-11,Landsbyggðin,Allir,2444
2008-12,Landsbyggðin,Allir,3482
2009-01,Landsbyggðin,Allir,4623
2009-02,Landsbyggðin,Allir,5514
2009-03,Landsbyggðin,Allir,5792
2009-04,Landsbyggðin,Allir,5537
2009-05,Landsbyggðin,Allir,5179
2009-06,Landsbyggðin,Allir,4414
2009-07,Landsbyggðin,Allir,4223
2009-08,Landsbyggðin,Allir,4000
2009-09,Landsbyggðin,Allir,4075
2009-10,Landsbyggðin,Allir,4459
2009-11,Landsbyggðin,Allir,4941
2009-12,Landsbyggðin,Allir,5221
2010-01,Landsbyggðin,Allir,5678
2010-02,Landsbyggðin,Allir,5639
2010-03,Landsbyggðin,Allir,5587
2010-04,Landsbyggðin,Allir,5309
2010-05,Landsbyggðin,Allir,4705
2010-06,Landsbyggðin,Allir,4182
2010-07,Landsbyggðin,Allir,4103
2010-08,Landsbyggðin,Allir,3739
2010-09,Landsbyggðin,Allir,3832
2010-10,Landsbyggðin,Allir,4161
2010-11,Landsbyggðin,Allir,4518
2010-12,Landsbyggðin,Allir,4801
2011-01,Landsbyggðin,Allir,5083
2011-02,Landsbyggðin,Allir,5089
2011-03,Landsbyggðin,Allir,5015
2011-04,Landsbyggðin,Allir,4660
2011-05,Landsbyggðin,Allir,4120
2011-06,Landsbyggðin,Allir,3647
2011-07,Landsbyggðin,Allir,3559
2011-08,Landsbyggðin,Allir,3396
2011-09,Landsbyggðin,Allir,3291
2011-10,Landsbyggðin,Allir,3575
2011-11,Landsbyggðin,Allir,3871
2011-12,Landsbyggðin,Allir,4141
2012-01,Landsbyggðin,Allir,3937
2012-02,Landsbyggðin,Allir,3971
2012-03,Landsbyggðin,Allir,3792
2012-04,Landsbyggðin,Allir,3500
2012-05,Landsbyggðin,Allir,2962
2012-06,Landsbyggðin,Allir,2506
2012-07,Landsbyggðin,Allir,2475
2012-08,Landsbyggðin,Allir,2380
2012-09,Landsbyggðin,Allir,2387
2012-10,Landsbyggðin,Allir,2660
2012-11,Landsbyggðin,Allir,2903
2012-12,Landsbyggðin,Allir,3198
2013-01,Landsbyggðin,Allir,3211
2013-02,Landsbyggðin,Allir,3067
2013-03,Landsbyggðin,Allir,2966
2013-04,Landsbyggðin,Allir,2688
2013-05,Landsbyggðin,Allir,2377
2013-06,Landsbyggðin,Allir,2040
2013-07,Landsbyggðin,Allir,2067
2013-08,Landsbyggðin,Allir,1941
2013-09,Landsbyggðin,Allir,1843
2013-10,Landsbyggðin,Allir,2048
2013-11,Landsbyggðin,Allir,2271
2013-12,Landsbyggðin,Allir,2506
2014-01,Landsbyggðin,Allir,2701
2014-02,Landsbyggðin,Allir,2679
2014-03,Landsbyggðin,Allir,2590
2014-04,Landsbyggðin,Allir,2441
2014-05,Landsbyggðin,Allir,2059
2014-06,Landsbyggðin,Allir,1722
2014-07,Landsbyggðin,Allir,1647
2014-08,Landsbyggðin,Allir,1573
2014-09,Landsbyggðin,Allir,1635
2014-10,Landsbyggðin,Allir,1797
2014-11,Landsbyggðin,Allir,1954
2014-12,Landsbyggðin,Allir,2128
2015-01,Landsbyggðin,Allir,2306
2015-02,Landsbyggðin,Allir,2250
2015-03,Landsbyggðin,Allir,2186
2015-04,Landsbyggðin,Allir,2044
2015-05,Landsbyggðin,Allir,1684
2015-06,Landsbyggðin,Allir,1456
2015-07,Landsbyggðin,Allir,1409
2015-08,Landsbyggðin,Allir,1388
2015-09,Landsbyggðin,Allir,1374
2015-10,Landsbyggðin,Allir,1476
2015-11,Landsbyggðin,Allir,1624
2015-12,Landsbyggðin,Allir,1703
2016-01,Landsbyggðin,Allir,1829
2016-02,Landsbyggðin,Allir,1675
2016-03,Landsbyggðin,Allir,1585
2016-04,Landsbyggðin,Allir,1442
2016-05,Landsbyggðin,Allir,1246
2016-06,Landsbyggðin,Allir,1073
2016-07,Landsbyggðin,Allir,1005
2016-08,Landsbyggðin,Allir,964
2016-09,Landsbyggðin,Allir,991
2016-10,Landsbyggðin,Allir,1063
2016-11,Landsbyggðin,Allir,1263
2016-12,Landsbyggðin,Allir,2083
2017-01,Landsbyggðin,Allir,2857
2017-02,Landsbyggðin,Allir,1733
2017-03,Landsbyggðin,Allir,1590
2017-04,Landsbyggðin,Allir,1402
2017-05,Landsbyggðin,Allir,1226
2017-06,Landsbyggðin,Allir,1171
2017-07,Landsbyggðin,Allir,1148
2017-08,Landsbyggðin,Allir,1162
2017-09,Landsbyggðin,Allir,1164
2017-10,Landsbyggðin,Allir,1243
2017-11,Landsbyggðin,Allir,1444
2017-12,Landsbyggðin,Allir,1491
2018-01,Landsbyggðin,Allir,1710
2018-02,Landsbyggðin,Allir,1655
2018-03,Landsbyggðin,Allir,1566
2018-04,Landsbyggðin,Allir,1499
2018-05,Landsbyggðin,Allir,1379
2018-06,Landsbyggðin,Allir,1296
2018-07,Landsbyggðin,Allir,1337
2018-08,Landsbyggðin,Allir,1386
2018-09,Landsbyggðin,Allir,1356
2018-10,Landsbyggðin,Allir,1511
2018-11,Landsbyggðin,Allir,1719
2018-12,Landsbyggðin,Allir,1869
2019-01,Landsbyggðin,Allir,2109
2019-02,Landsbyggðin,Allir,2135
2019-03,Landsbyggðin,Allir,2294
2019-04,Landsbyggðin,Allir,2326
2019-05,Landsbyggðin,Allir,2233
2019-06,Landsbyggðin,Allir,2188
2019-07,Landsbyggðin,Allir,2157
2019-08,Landsbyggðin,Allir,2143
2019-09,Landsbyggðin,Allir,2204
2019-10,Landsbyggðin,Allir,2514
2019-11,Landsbyggðin,Allir,2884
2019-12,Landsbyggðin,Allir,3044
2020-01,Landsbyggðin,Allir,3460
2020-02,Landsbyggðin,Allir,3434
2020-03,Landsbyggðin,Allir,4969
2020-04,Landsbyggðin,Allir,16695
2020-05,Landsbyggðin,Allir,11263
2020-06,Landsbyggðin,Allir,7712
2020-07,Landsbyggðin,Allir,6805
2020-08,Landsbyggðin,Allir,7044
2020-09,Landsbyggðin,Allir,7514
2020-10,Landsbyggðin,Allir,8621
2020-11,Landsbyggðin,Allir,9382
2020-12,Landsbyggðin,Allir,9619
2021-01,Landsbyggðin,Allir,9572
2021-02,Landsbyggðin,Allir,9253
2021-03,Landsbyggðin,Allir,8893
2021-04,Landsbyggðin,Allir,8409
2021-05,Landsbyggðin,Allir,6944
2021-06,Landsbyggðin,Allir,4305
2021-07,Landsbyggðin,Allir,3637
2021-08,Landsbyggðin,Allir,3331
2021-09,Landsbyggðin,Allir,3153
2021-10,Landsbyggðin,Allir,3160
2021-11,Landsbyggðin,Allir,3366
2021-12,Landsbyggðin,Allir,3458
2022-01,Landsbyggðin,Allir,3633
2022-02,Landsbyggðin,Allir,3426
2022-03,Landsbyggðin,Allir,3185
2022-04,Landsbyggðin,Allir,2869
2022-05,Landsbyggðin,Allir,2318
2022-06,Landsbyggðin,Allir,2143
2022-07,Landsbyggðin,Allir,2088
2022-08,Landsbyggðin,Allir,1953
2022-09,Landsbyggðin,Allir,1898
2022-10,Landsbyggðin,Allir,2092
2022-11,Landsbyggðin,Allir,2212
2022-12,Landsbyggðin,Allir,2429
2023-01,Landsbyggðin,Allir,2556
2023-02,Landsbyggðin,Allir,2465
2023-03,Landsbyggðin,Allir,2286
2023-04,Landsbyggðin,Allir,2121
2023-05,Landsbyggðin,Allir,1921
2023-06,Landsbyggðin,Allir,1778
2023-07,Landsbyggðin,Allir,1769
2023-08,Landsbyggðin,Allir,1729
2023-09,Landsbyggðin,Allir,1851
2023-10,Landsbyggðin,Allir,2127
2023-11,Landsbyggðin,Allir,2462
2023-12,Landsbyggðin,Allir,2690
2024-01,Landsbyggðin,Allir,2891
2024-02,Landsbyggðin,Allir,2932
2024-03,Landsbyggðin,Allir,2735
2024-04,Landsbyggðin,Allir,2547
2024-05,Landsbyggðin,Allir,2360
2024-06,Landsbyggðin,Allir,2236
2024-07,Landsbyggðin,Allir,2284
2024-08,Landsbyggðin,Allir,2270
2024-09,Landsbyggðin,Allir,2440
2024-10,Landsbyggðin,Allir,2676
2024-11,Landsbyggðin,Allir,3088
2024-12,Landsbyggðin,Allir,3243
2025-01,Landsbyggðin,Allir,3470
2025-02,Landsbyggðin,Allir,3362
2025-03,Landsbyggðin,Allir,3117
2025-04,Landsbyggðin,Allir,2871
2025-05,Landsbyggðin,Allir,2495
2025-06,Landsbyggðin,Allir,2372
2025-07,Landsbyggðin,Allir,2384
2025-08,Landsbyggðin,Allir,2270
2025-09,Landsbyggðin,Allir,2468
2025-10,Landsbyggðin,Allir,2904
2025-11,Landsbyggðin,Allir,3347
2025-12,Landsbyggðin,Allir,3594
2026-01,Landsbyggðin,Allir,3783
2026-02,Landsbyggðin,Allir,3639
2026-03,Landsbyggðin,Allir,3449
2000-02,Landsbyggðin,Karlar,409
2000-03,Landsbyggðin,Karlar,380
2000-04,Landsbyggðin,Karlar,327
2000-05,Landsbyggðin,Karlar,220
2000-06,Landsbyggðin,Karlar,162
2000-07,Landsbyggðin,Karlar,131
2000-08,Landsbyggðin,Karlar,132
2000-09,Landsbyggðin,Karlar,113
2000-10,Landsbyggðin,Karlar,145
2000-11,Landsbyggðin,Karlar,307
2000-12,Landsbyggðin,Karlar,490
2001-01,Landsbyggðin,Karlar,500
2001-02,Landsbyggðin,Karlar,470
2001-03,Landsbyggðin,Karlar,425
2001-04,Landsbyggðin,Karlar,529
2001-05,Landsbyggðin,Karlar,267
2001-06,Landsbyggðin,Karlar,185
2001-07,Landsbyggðin,Karlar,171
2001-08,Landsbyggðin,Karlar,145
2001-09,Landsbyggðin,Karlar,208
2001-10,Landsbyggðin,Karlar,289
2001-11,Landsbyggðin,Karlar,422
2001-12,Landsbyggðin,Karlar,640
2002-01,Landsbyggðin,Karlar,744
2002-02,Landsbyggðin,Karlar,671
2002-03,Landsbyggðin,Karlar,634
2002-04,Landsbyggðin,Karlar,570
2002-05,Landsbyggðin,Karlar,502
2002-06,Landsbyggðin,Karlar,441
2002-07,Landsbyggðin,Karlar,374
2002-08,Landsbyggðin,Karlar,389
2002-09,Landsbyggðin,Karlar,444
2002-10,Landsbyggðin,Karlar,591
2002-11,Landsbyggðin,Karlar,764
2002-12,Landsbyggðin,Karlar,959
2003-01,Landsbyggðin,Karlar,1164
2003-02,Landsbyggðin,Karlar,1156
2003-03,Landsbyggðin,Karlar,1055
2003-04,Landsbyggðin,Karlar,955
2003-05,Landsbyggðin,Karlar,803
2003-06,Landsbyggðin,Karlar,607
2003-07,Landsbyggðin,Karlar,471
2003-08,Landsbyggðin,Karlar,420
2003-09,Landsbyggðin,Karlar,477
2003-10,Landsbyggðin,Karlar,569
2003-11,Landsbyggðin,Karlar,675
2003-12,Landsbyggðin,Karlar,864
2004-01,Landsbyggðin,Karlar,873
2004-02,Landsbyggðin,Karlar,829
2004-03,Landsbyggðin,Karlar,738
2004-04,Landsbyggðin,Karlar,653
2004-05,Landsbyggðin,Karlar,625
2004-06,Landsbyggðin,Karlar,475
2004-07,Landsbyggðin,Karlar,463
2004-08,Landsbyggðin,Karlar,433
2004-09,Landsbyggðin,Karlar,462
2004-10,Landsbyggðin,Karlar,493
2004-11,Landsbyggðin,Karlar,551
2004-12,Landsbyggðin,Karlar,716
2005-01,Landsbyggðin,Karlar,703
2005-02,Landsbyggðin,Karlar,608
2005-03,Landsbyggðin,Karlar,511
2005-04,Landsbyggðin,Karlar,428
2005-05,Landsbyggðin,Karlar,338
2005-06,Landsbyggðin,Karlar,293
2005-07,Landsbyggðin,Karlar,288
2005-08,Landsbyggðin,Karlar,263
2005-09,Landsbyggðin,Karlar,264
2005-10,Landsbyggðin,Karlar,307
2005-11,Landsbyggðin,Karlar,395
2005-12,Landsbyggðin,Karlar,445
2006-01,Landsbyggðin,Karlar,460
2006-02,Landsbyggðin,Karlar,398
2006-03,Landsbyggðin,Karlar,351
2006-04,Landsbyggðin,Karlar,315
2006-05,Landsbyggðin,Karlar,262
2006-06,Landsbyggðin,Karlar,222
2006-07,Landsbyggðin,Karlar,269
2006-08,Landsbyggðin,Karlar,224
2006-09,Landsbyggðin,Karlar,229
2006-10,Landsbyggðin,Karlar,257
2006-11,Landsbyggðin,Karlar,334
2006-12,Landsbyggðin,Karlar,380
2007-01,Landsbyggðin,Karlar,400
2007-02,Landsbyggðin,Karlar,379
2007-03,Landsbyggðin,Karlar,353
2007-04,Landsbyggðin,Karlar,330
2007-05,Landsbyggðin,Karlar,289
2007-06,Landsbyggðin,Karlar,243
2007-07,Landsbyggðin,Karlar,257
2007-08,Landsbyggðin,Karlar,241
2007-09,Landsbyggðin,Karlar,275
2007-10,Landsbyggðin,Karlar,269
2007-11,Landsbyggðin,Karlar,294
2007-12,Landsbyggðin,Karlar,333
2008-01,Landsbyggðin,Karlar,386
2008-02,Landsbyggðin,Karlar,386
2008-03,Landsbyggðin,Karlar,399
2008-04,Landsbyggðin,Karlar,378
2008-05,Landsbyggðin,Karlar,372
2008-06,Landsbyggðin,Karlar,329
2008-07,Landsbyggðin,Karlar,376
2008-08,Landsbyggðin,Karlar,369
2008-09,Landsbyggðin,Karlar,406
2008-10,Landsbyggðin,Karlar,746
2008-11,Landsbyggðin,Karlar,1316
2008-12,Landsbyggðin,Karlar,2089
2009-01,Landsbyggðin,Karlar,2764
2009-02,Landsbyggðin,Karlar,3346
2009-03,Landsbyggðin,Karlar,3522
2009-04,Landsbyggðin,Karlar,3287
2009-05,Landsbyggðin,Karlar,2940
2009-06,Landsbyggðin,Karlar,2325
2009-07,Landsbyggðin,Karlar,2140
2009-08,Landsbyggðin,Karlar,2044
2009-09,Landsbyggðin,Karlar,2133
2009-10,Landsbyggðin,Karlar,2381
2009-11,Landsbyggðin,Karlar,2704
2009-12,Landsbyggðin,Karlar,2989
2010-01,Landsbyggðin,Karlar,3271
2010-02,Landsbyggðin,Karlar,3250
2010-03,Landsbyggðin,Karlar,3213
2010-04,Landsbyggðin,Karlar,2961
2010-05,Landsbyggðin,Karlar,2499
2010-06,Landsbyggðin,Karlar,2129
2010-07,Landsbyggðin,Karlar,2022
2010-08,Landsbyggðin,Karlar,1842
2010-09,Landsbyggðin,Karlar,1950
2010-10,Landsbyggðin,Karlar,2214
2010-11,Landsbyggðin,Karlar,2458
2010-12,Landsbyggðin,Karlar,2693
2011-01,Landsbyggðin,Karlar,2866
2011-02,Landsbyggðin,Karlar,2857
2011-03,Landsbyggðin,Karlar,2794
2011-04,Landsbyggðin,Karlar,2536
2011-05,Landsbyggðin,Karlar,2142
2011-06,Landsbyggðin,Karlar,1808
2011-07,Landsbyggðin,Karlar,1715
2011-08,Landsbyggðin,Karlar,1657
2011-09,Landsbyggðin,Karlar,1569
2011-10,Landsbyggðin,Karlar,1730
2011-11,Landsbyggðin,Karlar,1945
2011-12,Landsbyggðin,Karlar,2150
2012-01,Landsbyggðin,Karlar,2111
2012-02,Landsbyggðin,Karlar,2114
2012-03,Landsbyggðin,Karlar,1948
2012-04,Landsbyggðin,Karlar,1737
2012-05,Landsbyggðin,Karlar,1391
2012-06,Landsbyggðin,Karlar,1102
2012-07,Landsbyggðin,Karlar,1071
2012-08,Landsbyggðin,Karlar,1061
2012-09,Landsbyggðin,Karlar,1104
2012-10,Landsbyggðin,Karlar,1236
2012-11,Landsbyggðin,Karlar,1405
2012-12,Landsbyggðin,Karlar,1595
2013-01,Landsbyggðin,Karlar,1571
2013-02,Landsbyggðin,Karlar,1490
2013-03,Landsbyggðin,Karlar,1417
2013-04,Landsbyggðin,Karlar,1232
2013-05,Landsbyggðin,Karlar,1048
2013-06,Landsbyggðin,Karlar,871
2013-07,Landsbyggðin,Karlar,863
2013-08,Landsbyggðin,Karlar,827
2013-09,Landsbyggðin,Karlar,777
2013-10,Landsbyggðin,Karlar,900
2013-11,Landsbyggðin,Karlar,1053
2013-12,Landsbyggðin,Karlar,1220
2014-01,Landsbyggðin,Karlar,1319
2014-02,Landsbyggðin,Karlar,1285
2014-03,Landsbyggðin,Karlar,1216
2014-04,Landsbyggðin,Karlar,1134
2014-05,Landsbyggðin,Karlar,868
2014-06,Landsbyggðin,Karlar,712
2014-07,Landsbyggðin,Karlar,680
2014-08,Landsbyggðin,Karlar,661
2014-09,Landsbyggðin,Karlar,699
2014-10,Landsbyggðin,Karlar,794
2014-11,Landsbyggðin,Karlar,915
2014-12,Landsbyggðin,Karlar,1037
2015-01,Landsbyggðin,Karlar,1114
2015-02,Landsbyggðin,Karlar,1047
2015-03,Landsbyggðin,Karlar,993
2015-04,Landsbyggðin,Karlar,909
2015-05,Landsbyggðin,Karlar,726
2015-06,Landsbyggðin,Karlar,608
2015-07,Landsbyggðin,Karlar,569
2015-08,Landsbyggðin,Karlar,575
2015-09,Landsbyggðin,Karlar,579
2015-10,Landsbyggðin,Karlar,634
2015-11,Landsbyggðin,Karlar,744
2015-12,Landsbyggðin,Karlar,802
2016-01,Landsbyggðin,Karlar,856
2016-02,Landsbyggðin,Karlar,761
2016-03,Landsbyggðin,Karlar,704
2016-04,Landsbyggðin,Karlar,616
2016-05,Landsbyggðin,Karlar,504
2016-06,Landsbyggðin,Karlar,431
2016-07,Landsbyggðin,Karlar,384
2016-08,Landsbyggðin,Karlar,374
2016-09,Landsbyggðin,Karlar,393
2016-10,Landsbyggðin,Karlar,455
2016-11,Landsbyggðin,Karlar,570
2016-12,Landsbyggðin,Karlar,969
2017-01,Landsbyggðin,Karlar,1431
2017-02,Landsbyggðin,Karlar,890
2017-03,Landsbyggðin,Karlar,779
2017-04,Landsbyggðin,Karlar,675
2017-05,Landsbyggðin,Karlar,555
2017-06,Landsbyggðin,Karlar,532
2017-07,Landsbyggðin,Karlar,499
2017-08,Landsbyggðin,Karlar,502
2017-09,Landsbyggðin,Karlar,519
2017-10,Landsbyggðin,Karlar,567
2017-11,Landsbyggðin,Karlar,689
2017-12,Landsbyggðin,Karlar,717
2018-01,Landsbyggðin,Karlar,867
2018-02,Landsbyggðin,Karlar,837
2018-03,Landsbyggðin,Karlar,778
2018-04,Landsbyggðin,Karlar,719
2018-05,Landsbyggðin,Karlar,641
2018-06,Landsbyggðin,Karlar,586
2018-07,Landsbyggðin,Karlar,592
2018-08,Landsbyggðin,Karlar,633
2018-09,Landsbyggðin,Karlar,651
2018-10,Landsbyggðin,Karlar,751
2018-11,Landsbyggðin,Karlar,886
2018-12,Landsbyggðin,Karlar,986
2019-01,Landsbyggðin,Karlar,1132
2019-02,Landsbyggðin,Karlar,1150
2019-03,Landsbyggðin,Karlar,1278
2019-04,Landsbyggðin,Karlar,1297
2019-05,Landsbyggðin,Karlar,1234
2019-06,Landsbyggðin,Karlar,1181
2019-07,Landsbyggðin,Karlar,1124
2019-08,Landsbyggðin,Karlar,1125
2019-09,Landsbyggðin,Karlar,1169
2019-10,Landsbyggðin,Karlar,1346
2019-11,Landsbyggðin,Karlar,1566
2019-12,Landsbyggðin,Karlar,1680
2020-01,Landsbyggðin,Karlar,1934
2020-02,Landsbyggðin,Karlar,1921
2020-03,Landsbyggðin,Karlar,2694
2020-04,Landsbyggðin,Karlar,9442
2020-05,Landsbyggðin,Karlar,6223
2020-06,Landsbyggðin,Karlar,4180
2020-07,Landsbyggðin,Karlar,3678
2020-08,Landsbyggðin,Karlar,3801
2020-09,Landsbyggðin,Karlar,4005
2020-10,Landsbyggðin,Karlar,4614
2020-11,Landsbyggðin,Karlar,5024
2020-12,Landsbyggðin,Karlar,5227
2021-01,Landsbyggðin,Karlar,5182
2021-02,Landsbyggðin,Karlar,4960
2021-03,Landsbyggðin,Karlar,4740
2021-04,Landsbyggðin,Karlar,4421
2021-05,Landsbyggðin,Karlar,3583
2021-06,Landsbyggðin,Karlar,2137
2021-07,Landsbyggðin,Karlar,1785
2021-08,Landsbyggðin,Karlar,1662
2021-09,Landsbyggðin,Karlar,1639
2021-10,Landsbyggðin,Karlar,1684
2021-11,Landsbyggðin,Karlar,1824
2021-12,Landsbyggðin,Karlar,1874
2022-01,Landsbyggðin,Karlar,1961
2022-02,Landsbyggðin,Karlar,1838
2022-03,Landsbyggðin,Karlar,1699
2022-04,Landsbyggðin,Karlar,1484
2022-05,Landsbyggðin,Karlar,1161
2022-06,Landsbyggðin,Karlar,1079
2022-07,Landsbyggðin,Karlar,1050
2022-08,Landsbyggðin,Karlar,984
2022-09,Landsbyggðin,Karlar,936
2022-10,Landsbyggðin,Karlar,1065
2022-11,Landsbyggðin,Karlar,1142
2022-12,Landsbyggðin,Karlar,1285
2023-01,Landsbyggðin,Karlar,1378
2023-02,Landsbyggðin,Karlar,1327
2023-03,Landsbyggðin,Karlar,1235
2023-04,Landsbyggðin,Karlar,1096
2023-05,Landsbyggðin,Karlar,986
2023-06,Landsbyggðin,Karlar,910
2023-07,Landsbyggðin,Karlar,916
2023-08,Landsbyggðin,Karlar,911
2023-09,Landsbyggðin,Karlar,998
2023-10,Landsbyggðin,Karlar,1171
2023-11,Landsbyggðin,Karlar,1369
2023-12,Landsbyggðin,Karlar,1513
2024-01,Landsbyggðin,Karlar,1632
2024-02,Landsbyggðin,Karlar,1652
2024-03,Landsbyggðin,Karlar,1510
